1	4.27504	4	0.00317046
1	2.1498	2	0.00112283
1	3.0299	4	0.0017981
1	3.17467	3	0
1	3.13661	3	0.00156785
1	5.11516	4	3.75883e-08
1	5.97995	5	0.00801277
1	2.44689	3	0.00664415
1	2.52788	3	0.0099731
1	3.94486	5	4.80355e-07
1	2.08208	2	0.00170825
1	6.20868	4	0.00263658
1	2.48578	4	0.000739031
1	5.55057	4	0.00227292
1	1.8873	2	0
1	4.90376	3	0.00458622
1	3.65773	3	2.75261e-06
1	3.75117	4	0.00300321
1	5.67346	5	1.35324e-06
1	2.67273	3	0.000921259
1	2.96204	3	0.00272999
1	1.63729	3	0.0034875
1	6.0691	5	6.61121e-06
1	3.04919	3	0.00408384
1	2.72377	3	0.00304726
