  5.9907548e-001 -1.0831922e+000
  1.3584545e+000 -2.4388068e+000
 -2.8582974e+000  2.4178292e+000
  2.3529912e+000 -7.5124167e-001
  2.9076744e+000 -2.3448322e+000
 -1.2876150e-002 -1.5191500e-001
  2.0607799e+000 -4.2468053e+000
 -4.0946434e-001  2.0455887e+000
  3.1341624e-001 -1.8316851e+000
  1.9335231e+000 -1.8850307e+000
 -2.1142687e+000  3.0907805e+000
  5.0028418e+000 -3.3467164e+000
  1.6208644e-002 -7.3023834e-001
  5.8217686e-001 -1.0920783e+000
  9.9971296e-001  2.4927579e+000
  6.1932423e-002  1.2030440e-001
  5.6544273e-001 -2.0951591e+000
 -8.7753646e-001 -1.6663910e+000
 -6.2615181e-001  3.2652651e+000
 -4.0285847e+000  4.8102445e+000
  2.8410135e-001  2.7701093e+000
  4.1262822e+000 -3.6483738e+000
 -1.2340751e+000  5.7167979e-002
  1.8552458e+000 -9.9846177e-001
  2.2927534e+000 -2.6280264e-001
 -2.7868313e+000 -2.9040209e-002
 -2.1975750e+000 -9.4662163e-001
  1.4550618e+000 -1.2934221e+000
 -1.5572355e+000  2.4441037e+000
 -2.8085881e-001  4.2622977e+000
  1.4707427e+000 -1.1235893e-001
  1.6104528e+000 -1.0315821e+000
  2.0893290e+000  5.0016953e-001
  1.6785144e+000 -1.4432013e+000
  1.0779403e+000  2.8913728e+000
 -3.1797100e+000  3.0554222e+000
  8.1971689e-001 -2.4412788e+000
  1.5548498e-001 -1.2300681e+000
 -4.1468217e+000  3.8047188e+000
  2.4295015e-001  5.9605367e-001
 -2.3880871e+000  1.5256489e+000
  4.0254165e+000 -4.4052662e+000
 -1.7696819e+000  1.0192806e+000
  5.7754302e-001  1.0011456e+000
  8.8439442e-001 -1.4271047e+000
 -1.1419794e+000 -1.3598800e+000
 -4.2114145e+000  1.1482308e+000
  6.1944725e-001 -2.0666340e+000
 -1.9711898e+000  5.6436462e-001
  1.0334872e+000  1.2827271e-001
  5.4188831e-002  2.3911321e+000
  3.2589710e+000 -8.2501884e-001
  1.5619768e+000 -1.4979309e+000
 -2.4311238e+000  3.7188978e+000
  1.8302390e-001  1.3841942e+000
 -2.1797638e+000  1.1679032e+000
 -5.0916510e-001  1.3569254e+000
  2.5921294e-001 -9.8240121e-001
 -5.9935973e-001  1.7126730e+000
 -8.2367132e-001  7.5950852e-001
  1.7525249e+000  4.8344774e-001
 -3.0148440e+000 -7.8288270e-001
 -2.1860272e-001  2.7716125e+000
  1.4871789e+000  2.4190455e-001
  2.8039098e+000 -4.3459418e+000
  8.2675703e-001  5.3537891e-001
 -8.1141773e-001  2.5204824e+000
  9.0719866e-001  8.0312247e-001
  1.7125268e-001  2.3633348e+000
 -1.4351808e+000  2.8186375e+000
 -1.1833745e-001 -1.5546302e+000
  1.0221493e+000 -4.4040891e+000
 -4.2023802e+000  4.6100546e+000
 -7.4156656e-001  9.4539845e-001
  2.2266310e-001 -4.2264033e-002
  9.1380199e-001 -1.0323203e+000
  3.9614427e+000 -4.0802449e+000
 -8.5691065e-001  6.8842852e-001
  2.2086028e+000 -3.1852210e+000
  2.1855971e+000 -2.2379051e+000
  2.0278297e+000 -1.0759081e+000
 -2.5133226e+000  2.2062902e+000
  1.6105619e-001  6.0304430e-001
  1.4175532e+000 -2.8573434e+000
 -3.0528402e+000  3.6691869e+000
 -1.5070048e+000  5.8490360e-001
  8.5527293e-001  2.9832992e+000
  5.8329396e-001 -2.3259313e+000
  1.3276033e+000 -1.8381801e+000
  7.1308318e-001 -1.5961880e+000
 -1.1958904e+000  2.3042545e-001
 -4.3520693e-001 -1.5624120e+000
  1.5620987e+000 -2.2385337e+000
 -2.3438695e-001 -4.0934120e+000
  2.1490948e+000 -2.2232030e+000
  9.5777935e-001  1.1641882e-001
 -1.5147448e+000  2.0753200e-001
 -4.1388300e-001 -1.4930580e-001
 -2.2936618e+000  5.9746609e-001
 -4.5225832e+000  1.8786008e+000
  2.3235192e+000 -1.6928488e+000
