[189.261414,140.309708]
[200.849548,112.977089]
[168.226013,166.145157]
[151.612045,172.724152]
[231.070740,129.541000]
[233.989899,160.848175]
[190.427063,156.932358]
[138.825775,140.213898]
[192.417877,154.119324]
[186.641968,164.644440]
[187.184509,144.219696]
[187.784561,163.505264]
[201.205566,112.708252]
[166.352936,171.129242]
[187.072433,164.531372]
[161.918976,153.354324]
[198.801102,195.331268]
[200.819168,135.388046]
[186.743073,164.408676]
[231.026703,129.534836]
[172.238403,166.767532]
[151.546738,172.505844]
[210.931381,108.359444]
[161.983536,153.309967]
[224.717484,144.241074]
[138.096710,181.785675]
[231.131226,165.641373]
[205.501694,179.388260]
[159.612167,155.284225]
[209.867188,112.772789]
[195.245300,150.595474]
[173.458817,188.074295]
[165.528625,174.805298]
[151.766281,158.541183]
[221.414505,143.645813]
[201.214859,112.687714]
[234.801056,154.289978]
[151.792252,175.700989]
[205.505219,179.388474]
[231.081680,129.537521]
[194.874298,201.724091]
[164.505127,178.616257]
[186.375107,206.325958]
[161.904037,153.374176]
[213.261520,158.825790]
[151.941360,134.376801]
[155.855042,183.763947]
[129.920105,169.352890]
[151.216446,169.305542]
[201.790878,113.122276]
[205.699814,179.630325]
[116.987099,175.554749]
[220.300232,145.168930]
[161.914185,153.361206]
[250.957458,140.511444]
[156.882690,202.590805]
[221.726593,144.241882]
[152.178055,153.818665]
[221.097031,143.728592]
[182.127365,151.206879]
[151.615234,172.548676]
[174.118820,188.196335]
[219.374146,158.321274]
[150.820145,169.360840]
[183.687088,128.810974]
[151.033417,170.900055]
[205.525803,179.400742]
[200.677750,198.251663]
[132.947296,173.765228]
[202.554169,163.166656]
[196.328369,146.866898]
[163.575241,182.503998]
[182.876602,208.019730]
[182.980087,129.147064]
[169.437393,186.629654]
[98.926216,178.695419]
[161.981628,153.313766]
[205.380173,118.414589]
[204.204132,121.374176]
[122.369316,153.013992]
[233.591003,159.246124]
[185.019989,207.263412]
[231.912231,163.289230]
[173.641724,199.903015]
[181.633621,129.903198]
[108.831047,206.856384]
[123.487907,158.699539]
[97.427048,177.656067]
[109.955894,186.389847]
[108.861656,189.476547]
[155.248093,186.561295]
[190.400772,191.391586]
[231.595261,164.542923]
[169.430710,186.630005]
[211.071640,158.203918]
[182.978302,129.147385]
[211.616180,154.710648]
[209.577896,97.033615]
[199.471130,199.081528]
[193.722778,202.639481]
[170.873672,208.844208]
[205.597275,179.583038]
[202.473373,135.286407]
[129.211700,154.192459]
[101.132721,189.554718]
[160.791611,206.515015]
[161.985031,153.291534]
[122.421158,152.802811]
[143.374847,202.829849]
[223.029144,143.543060]
[200.872604,198.812546]
[147.439453,145.510620]
[236.648422,151.530960]
[178.701324,159.174866]
[187.721619,163.711090]
[138.829376,140.208664]
[185.121170,148.201096]
[144.656021,144.705505]
[203.388458,135.184387]
[231.082397,129.538757]
[231.033981,129.573914]
[124.402924,151.829254]
[205.606064,179.585938]
[103.213364,213.870255]
[233.640976,148.559006]
[172.504837,166.619781]
[187.186691,164.467117]
[157.524109,201.677307]
[201.214172,198.151138]
[157.427658,201.774094]
[187.548538,205.846100]
[209.132217,158.513412]
[173.785385,208.767944]
[137.487900,140.999298]
[97.409561,177.654510]
[186.261108,194.400314]
[136.282394,154.180862]
[206.945496,190.387207]
[187.199203,164.156616]
[132.579285,224.240829]
[212.746811,119.211838]
[106.501518,193.453445]
[193.964325,133.303543]
[190.491318,156.549408]
[119.441681,226.003403]
[137.477692,140.996155]
[209.157166,159.342209]
[151.942413,134.370728]
[218.586639,172.750061]
[109.087822,208.613342]
[205.529587,179.401627]
[198.417633,200.301041]
[136.267792,152.788254]
[205.445404,179.397781]
[211.373383,151.638260]
[162.003387,153.267090]
[99.530891,197.358398]
[150.617874,187.611877]
[182.973404,129.153290]
[151.942749,134.371552]
[103.164574,230.288010]
[218.594193,173.015182]
[160.065826,155.248093]
[111.210609,229.905075]
[150.895126,179.391205]
[131.469940,182.531143]
[145.630203,158.206604]
[85.380806,204.570496]
[161.915665,153.361649]
[173.778366,208.761383]
[203.373215,135.191681]
[202.722061,135.219254]
[141.365356,156.487167]
[101.637337,224.763474]
[193.228485,190.365997]
[130.934448,165.444427]
[187.281799,186.101547]
[132.792236,202.742798]
[200.705948,135.425552]
[132.580307,224.239014]
