[186.954193,141.160217]
[199.446442,113.873230]
[165.758041,166.671112]
[149.722168,173.140091]
[227.892899,130.682571]
[228.661438,162.558044]
[187.002075,157.938217]
[138.824051,140.267365]
[189.114822,155.110931]
[183.057312,165.534607]
[184.745987,145.045898]
[184.226913,164.413681]
[199.967316,113.373917]
[163.785522,171.656036]
[183.468002,165.410156]
[160.558594,153.523071]
[191.500793,197.284470]
[198.609436,136.311951]
[183.189117,165.279572]
[227.848801,130.677094]
[169.470901,167.508545]
[149.663467,172.835617]
[210.016037,108.786102]
[160.607635,153.494965]
[220.288177,145.684082]
[136.424866,182.011688]
[225.493271,167.389633]
[199.242950,180.940918]
[158.249741,155.499878]
[208.744568,113.371407]
[191.906387,151.590363]
[168.228577,189.372284]
[162.823776,175.533356]
[150.534973,158.642929]
[217.177490,145.152847]
[199.979248,113.347244]
[229.772507,155.831268]
[149.797501,176.187897]
[199.246506,180.941193]
[227.901581,130.661423]
[187.384415,203.643387]
[161.680939,179.384384]
[178.626053,208.234711]
[160.546524,153.542160]
[208.205475,160.425491]
[151.520935,134.456146]
[153.222748,184.381760]
[129.668793,169.256470]
[149.457062,169.556396]
[200.229309,114.246643]
[199.388931,181.313507]
[117.430199,175.121613]
[215.876999,146.561874]
[160.554581,153.529663]
[246.967133,141.867645]
[150.877426,203.794785]
[217.461746,145.608932]
[151.151886,153.937149]
[216.791672,145.259781]
[179.507736,152.140457]
[149.733582,172.876022]
[168.695236,189.474762]
[214.163910,159.847443]
[149.130249,169.647949]
[181.934006,129.572586]
[149.294922,171.296799]
[199.262634,180.960190]
[193.346588,200.179825]
[132.226959,173.779236]
[197.951874,164.301865]
[193.289459,147.775620]
[160.483734,183.332382]
[175.164444,209.854645]
[181.248154,129.856384]
[165.019867,187.691132]
[99.780853,178.207016]
[160.606506,153.498703]
[203.933365,119.136787]
[202.604294,122.143242]
[123.408531,152.488632]
[228.401611,160.838837]
[177.272278,209.158936]
[226.491516,164.915359]
[166.585632,201.575195]
[179.893753,130.617340]
[107.659836,206.703964]
[124.276024,158.344711]
[98.339531,177.161896]
[110.185898,185.846313]
[108.946602,188.941177]
[152.331528,187.200073]
[183.446762,193.214630]
[226.102325,166.284256]
[165.003296,187.724823]
[206.275635,159.561081]
[181.246857,129.856674]
[206.900009,156.205795]
[209.080353,97.347115]
[192.128967,200.983856]
[186.169876,204.577164]
[163.423584,210.602951]
[199.312637,181.238617]
[200.226746,136.176331]
[129.790680,153.726364]
[101.503128,189.093735]
[154.046234,208.052994]
[160.609268,153.478485]
[123.463570,152.344971]
[138.962433,203.733032]
[218.665482,145.025421]
[193.541534,200.748978]
[146.909195,145.593079]
[231.708267,153.191498]
[175.823303,160.085068]
[184.134232,164.628418]
[138.828400,140.262787]
[182.573929,149.041199]
[144.283676,144.798523]
[201.068146,136.036682]
[227.877151,130.679123]
[227.856827,130.723480]
[125.345261,151.369400]
[199.319412,181.242767]
[101.992538,213.706116]
[228.792236,150.197845]
[169.705505,167.350830]
[183.550629,165.350586]
[151.697266,202.854279]
