-90.0365	 19.9692	 49.985	 89.9803	 -49.9009	 6.36385e-05	 0.137678	 59.0282	 19.9422	 19.9335	 20.1381	 10.0019	 9.75933	 10.1359	 9.99668	 9.9448	 
 -90.0955	 19.9231	 49.9628	 89.9517	 -49.7533	 0.000149673	 0.344176	 59.069	 19.8551	 19.8332	 20.3447	 10.0044	 9.39807	 10.3394	 9.99144	 9.86175	 
 -90.1939	 19.8462	 49.9258	 89.904	 -49.5073	 0.000292997	 0.68834	 59.1371	 19.7098	 19.6662	 20.6891	 10.0086	 8.79598	 10.6787	 9.98271	 9.72333	 
 -90.2529	 19.8	 49.9036	 89.8754	 -49.3597	 0.000378965	 0.894838	 59.1779	 19.6226	 19.5659	 20.8958	 10.0111	 8.43472	 10.8822	 9.97747	 9.64027	 
 -90.3513	 19.7231	 49.8666	 89.8277	 -49.1137	 0.000522188	 1.239	 59.246	 19.4774	 19.3988	 21.2402	 10.0154	 7.83263	 11.2215	 9.96874	 9.50185	 
 -90.3882	 19.6442	 49.8167	 89.8235	 -49.0948	 0.000558422	 1.29652	 59.2779	 19.4497	 19.3888	 21.5	 10.0021	 7.66943	 11.2608	 10.0205	 9.35517	 
 -90.4743	 19.3264	 49.6046	 89.8503	 -49.2462	 0.000596601	 1.23995	 59.3695	 19.4566	 19.5055	 22.455	 9.93134	 7.45554	 11.1179	 10.288	 8.76019	 
 -90.526	 19.1358	 49.4773	 89.8663	 -49.337	 0.000619538	 1.20601	 59.4245	 19.4607	 19.5756	 23.0279	 9.8889	 7.32721	 11.0322	 10.4485	 8.4032	 
 -90.5948	 18.8816	 49.3076	 89.8878	 -49.4582	 0.000650157	 1.16075	 59.4977	 19.4662	 19.669	 23.7919	 9.83232	 7.1561	 10.918	 10.6625	 7.92721	 
 -90.6465	 18.6909	 49.1803	 89.9038	 -49.549	 0.00067315	 1.12681	 59.5527	 19.4704	 19.7391	 24.3648	 9.78989	 7.02777	 10.8323	 10.823	 7.57022	 
 -90.7155	 18.6494	 49.0292	 89.9909	 -49.6501	 -0.118823	 1.05149	 59.6631	 19.3759	 19.8518	 24.7301	 9.71678	 6.79039	 10.8339	 11.258	 7.29967	 
 -90.7673	 18.7778	 48.9296	 90.1053	 -49.711	 -0.298091	 0.972468	 59.7736	 19.23	 19.9508	 24.705	 9.64954	 6.56265	 10.922	 11.75	 7.25084	 
 -90.8537	 18.9918	 48.7638	 90.2961	 -49.8124	 -0.596871	 0.840759	 59.9579	 18.9869	 20.1159	 24.6633	 9.53749	 6.18308	 11.069	 12.5701	 7.16946	 
 -90.8883	 19.0774	 48.6974	 90.3725	 -49.8529	 -0.716383	 0.788074	 60.0316	 18.8896	 20.1819	 24.6466	 9.49266	 6.03125	 11.1277	 12.8981	 7.1369	 
 -90.9747	 19.2915	 48.5316	 90.5633	 -49.9543	 -1.01516	 0.656364	 60.0316	 18.6465	 20.347	 24.6048	 9.38061	 5.65169	 11.2747	 13.7182	 7.05552	 
 -90.9537	 19.258	 48.5004	 90.4454	 -49.9322	 -1.09226	 0.56963	 59.8828	 18.4536	 20.3468	 24.518	 9.10551	 5.25187	 11.4037	 13.8563	 6.92698	 
 -90.9155	 19.1817	 48.5025	 90.2893	 -49.8899	 -1.1096	 0.509238	 59.734	 18.3094	 20.3136	 24.4396	 8.85283	 4.92797	 11.5033	 13.8303	 6.81473	 
 -90.8645	 19.08	 48.5053	 90.0812	 -49.8334	 -1.13272	 0.428715	 59.5356	 18.1171	 20.2694	 24.3351	 8.51591	 4.49611	 11.6361	 13.7958	 6.66506	 
 -90.8263	 19.0037	 48.5073	 89.9251	 -49.791	 -1.15006	 0.368323	 59.3869	 17.9728	 20.2362	 24.2567	 8.26322	 4.1722	 11.7357	 13.7699	 6.5528	 
 -90.7753	 18.902	 48.5101	 89.717	 -49.7345	 -1.17317	 0.2878	 59.1885	 17.7805	 20.1919	 24.1521	 7.92631	 3.74034	 11.8686	 13.7353	 6.40313	 
 -90.8119	 18.8993	 48.5482	 89.6809	 -49.677	 -1.20054	 0.258957	 59.1912	 17.7398	 20.1466	 24.1662	 7.85029	 3.5166	 11.9494	 13.6752	 6.0806	 
 -91.0586	 19.0127	 48.7352	 89.7604	 -49.4603	 -1.30846	 0.215396	 59.4531	 17.7767	 19.9755	 24.3676	 7.89134	 2.93776	 12.1874	 13.4176	 4.65504	 
 -91.2066	 19.0808	 48.8475	 89.808	 -49.3302	 -1.37322	 0.189259	 59.6101	 17.7988	 19.8729	 24.4884	 7.91598	 2.59046	 12.3303	 13.2631	 3.79971	 
 -91.4039	 19.1715	 48.9971	 89.8716	 -49.1568	 -1.45956	 0.154409	 59.8196	 17.8284	 19.736	 24.6495	 7.94882	 2.12739	 12.5207	 13.0571	 2.65927	 
 -91.5519	 19.2395	 49.1093	 89.9193	 -49.0268	 -1.52431	 0.128273	 59.9767	 17.8505	 19.6333	 24.7703	 7.97345	 1.78009	 12.6635	 12.9026	 1.80394	 
 -91.791	 19.3033	 49.2008	 89.9799	 -48.9794	 -1.56893	 0.0881482	 59.9672	 17.9617	 19.5326	 24.9168	 7.87662	 1.35694	 12.7474	 12.914	 0.646916	 
 -91.882	 19.299	 49.1801	 89.9929	 -49.0621	 -1.5488	 0.0741606	 59.9054	 18.0508	 19.5345	 24.9424	 7.75516	 1.2811	 12.6884	 13.0799	 0.345227	 
 -92.1095	 19.2883	 49.1282	 90.0253	 -49.2688	 -1.49847	 0.0391918	 59.7509	 18.2734	 19.5392	 25.0066	 7.4515	 1.0915	 12.541	 13.4947	 -0.107306	 
 -92.246	 19.2819	 49.0971	 90.0448	 -49.3928	 -1.46828	 0.0182105	 59.6581	 18.407	 19.5421	 25.0451	 7.2693	 0.977733	 12.4525	 13.7436	 -0.107306	 
 -92.4735	 19.2712	 49.0452	 90.0772	 -49.5995	 -1.41795	 -0.0167583	 59.5036	 18.6296	 19.5468	 25.1092	 6.96564	 0.788128	 12.3051	 14.1584	 -0.107306	 
 -92.5458	 19.3325	 48.9859	 90.0284	 -49.6856	 -1.45727	 -0.0366895	 59.4634	 18.6464	 19.5585	 25.0592	 6.92567	 0.792111	 12.3186	 14.2877	 -0.107306	 
 -92.6798	 19.6496	 48.7409	 89.7517	 -49.9095	 -1.70422	 -0.101376	 59.4168	 18.5079	 19.6118	 24.7447	 7.02945	 1.00163	 12.5336	 14.5198	 -0.107305	 
 -92.7333	 19.7764	 48.6429	 89.641	 -49.9991	 -1.803	 -0.127251	 59.3981	 18.4525	 19.6331	 24.6189	 7.07096	 1.08544	 12.6196	 14.6126	 -0.107305	 
 -92.8673	 20.0935	 48.3979	 89.3643	 -50.2231	 -2.04994	 -0.191939	 59.3516	 18.3139	 19.6864	 24.3045	 7.17474	 1.29496	 12.8346	 14.8446	 -0.107305	 
 -92.9209	 20.2203	 48.2999	 89.2536	 -50.3127	 -2.14872	 -0.217814	 59.3329	 18.2585	 19.7078	 24.1787	 7.21626	 1.37876	 12.9206	 14.9374	 -0.107305	 
 -93.0328	 20.3925	 48.1761	 89.0109	 -50.4271	 -2.27429	 -0.303662	 59.3075	 18.1144	 19.6747	 23.9543	 7.25747	 1.48273	 13.0766	 15.0003	 -0.107305	 
 -93.1905	 20.3022	 48.2923	 88.6273	 -50.3276	 -2.16131	 -0.538836	 59.3199	 17.8092	 19.3491	 23.7755	 7.1522	 1.37398	 13.2116	 14.6188	 -0.107305	 
 -93.2536	 20.2661	 48.3387	 88.4739	 -50.2878	 -2.11612	 -0.632906	 59.3249	 17.6871	 19.2189	 23.704	 7.11009	 1.33048	 13.2656	 14.4662	 -0.107305	 
 -93.3798	 20.1938	 48.4317	 88.1671	 -50.2082	 -2.02574	 -0.821045	 59.3349	 17.443	 18.9584	 23.5609	 7.02587	 1.24348	 13.3736	 14.161	 -0.107305	 
 -93.4745	 20.1396	 48.5013	 87.9369	 -50.1484	 -1.95795	 -0.96215	 59.3423	 17.2599	 18.7631	 23.4537	 6.9627	 1.17823	 13.4545	 13.932	 -0.107305	 
 -93.5459	 20.257	 48.5912	 87.6828	 -50.1548	 -1.96351	 -1.08307	 59.4712	 17.2187	 18.5672	 23.3387	 6.94088	 0.849972	 13.4403	 13.6136	 -0.107305	 
 -93.5585	 20.4874	 48.6562	 87.5318	 -50.224	 -2.03964	 -1.12334	 59.6571	 17.34	 18.4686	 23.2736	 6.97133	 0.422831	 13.3381	 13.3648	 -0.107305	 
 -93.5752	 20.7946	 48.7429	 87.3304	 -50.3162	 -2.14114	 -1.17704	 59.9048	 17.5017	 18.3372	 23.1868	 7.01191	 -0.00434403	 13.2017	 13.0331	 -0.107305	 
 -93.5836	 20.9482	 48.7863	 87.2297	 -50.3623	 -2.19189	 -1.20388	 60.0287	 17.5826	 18.2715	 23.1434	 7.03221	 -0.00432537	 13.1335	 12.8673	 -0.107304	 
 -93.6045	 21.3322	 48.8947	 86.978	 -50.4777	 -2.31877	 -1.271	 60.0287	 17.7847	 18.1072	 23.0349	 7.08294	 -0.00431376	 12.963	 12.4526	 -0.107304	 
 -93.6006	 21.4452	 48.8832	 86.9041	 -50.5191	 -2.26921	 -1.27787	 60.0287	 17.8147	 18.0336	 22.9357	 7.05255	 0.0427206	 12.8774	 12.4226	 -0.107304	 
 -93.5681	 21.5897	 48.7502	 86.8099	 -50.5923	 -1.96947	 -1.25164	 60.0287	 17.7728	 17.8709	 22.6256	 6.8904	 0.230852	 12.6711	 12.6343	 -0.107304	 
 -93.5437	 21.6981	 48.6505	 86.7393	 -50.6473	 -1.74466	 -1.23197	 60.0287	 17.7414	 17.7489	 22.3931	 6.76879	 0.371951	 12.5164	 12.793	 -0.107304	 
 -93.5112	 21.8426	 48.5176	 86.6452	 -50.7206	 -1.44492	 -1.20574	 60.0287	 17.6995	 17.5862	 22.083	 6.60664	 0.560082	 12.3101	 13.0046	 -0.107304	 
 -93.4869	 21.951	 48.4179	 86.5745	 -50.7756	 -1.22012	 -1.18607	 60.0287	 17.668	 17.4642	 21.8505	 6.48503	 0.701181	 12.1554	 13.1634	 -0.107304	 
 -93.5608	 22.0406	 48.1919	 86.3574	 -50.7858	 -1.03498	 -1.20506	 60.0287	 17.6015	 17.4675	 21.6671	 6.49091	 0.773756	 11.9867	 13.0747	 -0.107304	 
 -93.6961	 22.0664	 47.9525	 86.1023	 -50.7461	 -0.982075	 -1.25322	 60.0287	 17.533	 17.5944	 21.6245	 6.62134	 0.741521	 11.8883	 12.7829	 -0.107304	 
 -93.8765	 22.1009	 47.6334	 85.7622	 -50.6933	 -0.911538	 -1.31743	 60.0287	 17.4418	 17.7637	 21.5677	 6.79524	 0.698541	 11.7571	 12.3938	 -0.107304	 
 -94.0118	 22.1268	 47.394	 85.5071	 -50.6537	 -0.858635	 -1.36559	 60.0287	 17.3733	 17.8907	 21.5252	 6.92567	 0.666306	 11.6587	 12.1019	 -0.107304	 
 -94.2373	 22.17	 46.9951	 85.082	 -50.5876	 -0.770463	 -1.44586	 60.0287	 17.2592	 18.1023	 21.4542	 7.14305	 0.612581	 11.4947	 11.6156	 -0.107304	 
 -94.3327	 22.1594	 46.8633	 84.8377	 -50.5501	 -0.72071	 -1.57727	 60.0287	 17.2014	 18.1696	 21.4406	 7.22332	 0.556772	 11.4381	 11.3875	 0.0578505	 
 -94.3531	 22.048	 46.9747	 84.5407	 -50.5056	 -0.662775	 -1.9745	 60.0287	 17.1528	 18.1006	 21.4999	 7.19657	 0.419499	 11.4741	 11.2534	 0.718467	 
 -94.3736	 21.9367	 47.086	 84.2436	 -50.4612	 -0.60484	 -2.37174	 60.0287	 17.1041	 18.0316	 21.5591	 7.16983	 0.282227	 11.5101	 11.1194	 1.37908	 
 -94.3889	 21.8531	 47.1696	 84.0209	 -50.4278	 -0.561389	 -2.66966	 60.0287	 17.0676	 17.9799	 21.6035	 7.14977	 0.179272	 11.5371	 11.0188	 1.87454	 
 -94.4094	 21.7417	 47.2809	 83.7238	 -50.3834	 -0.503455	 -3.06689	 60.0287	 17.0189	 17.9108	 21.6628	 7.12303	 0.0419994	 11.5731	 10.8847	 2.53516	 
