[360.576202,240.583374]
[197.227982,109.367477]
[196.396393,87.326439]
[196.452347,87.345879]
[163.534683,160.806885]
[233.112854,119.334785]
[53.856800,70.646164]
[216.988693,130.805328]
[117.549675,155.851166]
[48.683182,90.781647]
[77.445641,118.368065]
[211.352051,132.620239]
[179.464066,84.909851]
[252.523758,99.061539]
[196.413101,130.941528]
[65.343346,88.413567]
[2.893442,111.329918]
[48.665775,90.766724]
[2.653581,110.948013]
[251.740082,131.692108]
[276.105835,107.285881]
[77.446976,118.368622]
[96.431534,113.623703]
[3.129340,111.632301]
[167.881012,130.917374]
[77.446823,118.370308]
[104.201866,110.952995]
[251.736053,131.706161]
[35.881229,80.547089]
[117.487541,155.903992]
[53.183975,106.954292]
[211.597733,133.068054]
[48.686668,90.786110]
[103.365738,117.173119]
[262.016418,141.644928]
[211.471359,132.522675]
[233.121841,119.343040]
[155.740799,154.142715]
[24.693933,49.911781]
[262.471283,99.491669]
[267.475342,144.397202]
[53.751926,106.595840]
[41.378700,60.638580]
[48.681152,90.789368]
[278.627411,148.589691]
[53.753124,106.596191]
[77.447258,118.372208]
[106.224297,125.460518]
[168.840073,131.061615]
[149.388336,153.423340]
[191.383148,137.312576]
[145.108994,112.323349]
[196.436249,87.341644]
[278.626984,148.590988]
[268.543091,103.631996]
[212.917511,117.715225]
[109.472153,120.597084]
[267.896301,103.204048]
[98.756157,108.019043]
[16.621704,72.362846]
[233.108475,119.324783]
[33.662350,62.667042]
[230.067261,93.068794]
[48.682919,90.786842]
[22.550304,124.748238]
[17.375759,124.503769]
[13.932455,77.424408]
[134.526520,132.060181]
[252.172241,98.776054]
[252.166412,98.774750]
[212.960892,117.645889]
[93.209572,127.179810]
[53.650970,106.555725]
[271.322723,104.634850]
[24.812157,50.038197]
[38.118629,124.642082]
[278.578857,148.667847]
[48.675312,90.560188]
[117.477150,155.935654]
[148.436584,156.535355]
[34.330055,44.859871]
[24.863541,50.037170]
[53.180164,106.916710]
[251.730743,131.692230]
[233.108444,119.339798]
[212.966003,117.560341]
[117.482819,155.941360]
[283.006714,116.944458]
[103.355888,117.175987]
[15.034052,122.167870]
[196.137543,108.940788]
[219.385742,96.302513]
[233.107849,119.324837]
[134.516266,132.060318]
[278.579529,148.663727]
[18.731876,122.926315]
[53.311249,106.806122]
[77.445648,118.369324]
[218.319992,117.572662]
[59.147572,121.170738]
[77.446167,118.369286]
[53.666645,106.558510]
[221.319229,122.520149]
[145.875671,62.696259]
[163.537338,160.807678]
[196.379745,87.326370]
[261.455872,133.678436]
[251.736420,131.706055]
[97.863243,99.158882]
[251.734879,131.701172]
[101.058723,113.777184]
[11.120668,121.533257]
[225.796432,94.480515]
[3.018602,95.224701]
[168.840988,131.061569]
[77.446121,118.367180]
[283.018311,116.927460]
[36.912964,73.392105]
[283.005859,116.944496]
[160.211548,96.838692]
[219.368393,96.317337]
[133.186600,132.205841]
[34.365944,44.900154]
[149.758179,103.270325]
[99.991211,97.805847]
[160.018906,150.325104]
[241.187393,107.688751]
[3.084595,111.583511]
[136.146133,151.323822]
[212.956024,117.632378]
[283.010132,116.943756]
[211.518936,132.469696]
[117.687279,100.481705]
[187.533020,130.736069]
[24.983814,49.654350]
[134.519196,132.062805]
[96.858597,128.527985]
[204.229385,110.812767]
[252.525314,99.059151]
[230.068542,93.066849]
[133.180298,132.208862]
[152.482437,154.434067]
[268.023865,121.472984]
[207.098175,99.701935]
[278.599213,148.626358]
[181.899017,126.849724]
[19.142895,66.393829]
[252.539017,99.056610]
[163.531998,160.817062]
[236.257324,133.272003]
[116.823334,128.168121]
[266.235840,141.294098]
[291.653046,147.608734]
[103.650032,99.955345]
[264.677917,124.893089]
[206.336884,101.310577]
[134.506165,132.066895]
[77.446823,118.370308]
[196.454483,87.347137]
[134.517181,132.059998]
[117.490501,155.896744]
[268.590881,103.637779]
[117.237114,101.476227]
[72.476837,109.423637]
[163.526718,102.603905]
[278.588928,148.672531]
[30.801638,70.002838]
[269.242615,104.078957]
[233.121918,119.329987]
[251.731598,131.692062]
[110.283691,107.131943]
[115.361565,115.333778]
[178.858627,153.344131]
[118.268051,99.933075]
[135.034271,157.568268]
[108.690872,131.760559]
[118.267403,99.933838]
[252.524506,99.056892]
[165.275818,96.476341]
[34.309025,44.841766]
[123.971573,179.673706]
[251.741653,131.692978]
[214.503754,88.031700]
[27.422703,47.694050]
[23.208179,124.892319]
[118.774139,121.598717]
[218.863831,96.773323]
[134.538849,132.065125]
