[230.737991,245.248672]
[225.338791,271.588348]
[209.604446,273.708191]
[230.743607,245.240601]
[227.503082,266.358490]
[230.768494,245.201813]
[308.985870,239.340118]
[315.414978,258.201355]
[212.329453,253.896225]
[192.346924,275.353180]
[213.302399,270.077759]
[263.235413,251.145355]
[226.115067,261.287842]
[274.228058,282.264343]
[230.735901,245.251862]
[261.255280,261.747528]
[244.401001,262.734131]
[212.258789,254.036880]
[240.188995,280.257507]
[246.389938,248.793488]
[212.217728,254.038528]
[230.745331,245.237762]
[194.133224,270.038452]
[263.235168,251.153442]
[297.923828,253.965042]
[276.568146,262.984314]
[193.835327,269.870850]
[337.379181,249.393753]
[263.228882,251.287582]
[230.768448,245.201721]
[194.091904,273.330994]
[28.903370,190.646683]
[263.218384,251.407532]
[260.579285,277.649170]
[192.475647,275.388153]
[306.393738,271.012146]
[246.389053,248.639755]
[287.887329,258.976013]
[261.485260,258.563416]
[287.658569,276.716400]
[193.281616,274.489227]
[192.644104,275.430450]
[212.440903,253.794998]
[262.432434,254.830688]
[315.420593,258.250366]
[225.492142,277.029755]
[308.440521,244.851303]
[182.027573,278.226562]
[306.390076,271.013428]
[182.053833,278.313293]
[205.816330,258.962860]
[274.046875,284.351654]
[276.555542,262.675476]
[203.030472,254.375641]
[212.268219,263.570923]
[306.405151,271.065704]
[246.388885,248.639664]
[275.100189,251.085953]
[297.930145,253.963287]
[212.266663,254.068039]
[292.584290,299.021301]
[276.553436,262.656433]
[306.403351,271.059570]
[182.047928,278.299957]
[276.581818,264.067474]
[263.235168,251.146606]
[276.566742,263.090027]
[246.020462,255.500122]
[260.252502,301.994385]
[173.430786,291.881287]
[182.046188,278.296051]
[337.382324,249.422791]
[194.117432,270.045959]
[182.042603,278.285431]
[171.593170,295.362915]
[315.421539,258.257874]
[217.617325,240.645752]
[318.075623,226.339325]
[246.301529,250.964554]
[259.821991,286.066010]
[297.914612,253.924805]
[203.000031,258.233093]
[292.844025,298.317047]
[246.388855,248.627792]
[337.381073,249.393234]
[171.881760,300.032257]
[245.966919,255.852356]
[279.083344,356.045593]
[246.311707,250.792862]
[427.293854,238.186340]
[193.870758,269.189392]
[212.215240,254.036026]
[290.689484,275.228546]
[182.045456,278.293793]
[297.847809,335.580048]
[300.035858,308.286346]
[334.401062,261.610046]
[176.685501,331.281494]
[191.737061,310.183105]
[70.303680,181.237930]
[198.483871,329.636475]
[318.490570,282.554932]
[182.046341,278.296204]
[306.403015,271.057922]
[289.927673,317.449219]
[255.351776,292.402344]
[433.893646,237.958542]
[429.174927,215.132339]
[184.442596,265.422668]
[246.388809,248.635284]
[69.023590,196.483353]
[34.693180,180.501755]
[259.064362,330.641754]
[306.860016,296.434265]
[117.442070,171.435806]
[27.788309,192.585907]
[206.399323,319.096802]
[182.703583,293.641266]
[229.504837,316.064117]
[244.400574,323.365662]
[289.880951,255.170959]
[332.578796,301.143982]
[268.198517,319.627777]
[328.612213,314.606323]
[282.440247,327.112305]
[238.337189,304.473663]
[289.402100,268.145233]
[214.884567,308.017761]
[292.843689,298.313995]
[29.010071,190.646011]
[261.660614,375.908142]
[273.267639,337.715973]
[64.276062,181.191284]
[190.918488,339.989807]
[221.217865,326.657410]
[208.845520,281.098785]
[223.750305,296.890930]
[459.501038,209.501373]
[250.362640,341.132507]
[227.757828,344.242065]
[182.035675,278.204132]
[347.418671,274.725891]
[216.657043,380.996582]
[571.631042,372.620972]
[233.978043,360.678040]
[212.179184,363.579865]
[402.443604,268.772705]
[292.847595,298.288605]
[235.824982,334.042389]
[571.633667,372.620941]
[65.882446,160.627441]
[81.283379,171.277008]
[264.586121,28.126842]
[322.181549,305.483673]
[183.279938,350.036652]
[429.211060,215.155777]
[377.771912,271.739838]
[250.362488,341.133209]
[429.209900,215.158035]
[256.124390,357.838165]
[253.123276,312.554840]
[264.674866,347.943939]
[219.927826,353.890472]
[62.803753,210.408844]
[238.698380,377.663940]
[326.461884,303.019470]
[276.907104,245.233490]
[65.343964,197.314011]
[216.664490,380.994049]
[168.779861,341.689697]
[197.916733,356.821381]
[318.084503,226.323257]
[62.801834,210.406586]
[73.363785,197.283417]
[184.531540,320.986908]
[189.498550,367.422272]
[347.461304,274.721771]
[174.426743,359.781738]
[581.776001,275.373840]
[65.081558,104.778938]
[376.823303,320.721161]
[25.936596,211.393417]
[347.451813,274.722076]
[-1.000000,-1.000000]
[446.821259,250.121628]
[241.959732,351.184052]
[238.698334,377.663849]
[25.932377,194.913864]
[71.317734,194.288864]
[197.913193,356.829620]
[337.381775,249.399124]
[247.502991,367.584625]
[203.463531,373.966797]
[315.422394,258.210327]
[253.532013,16.260904]
[213.270859,336.994232]
[213.263031,337.007446]
[337.381744,249.404205]
[256.124603,357.844696]
[205.459869,347.155701]
[225.894333,370.266205]
[398.642853,290.293457]
[389.162903,252.177490]
[286.155365,7.605667]
[203.464996,373.959229]
[429.212585,215.151581]
[253.122101,312.559448]
[377.702454,271.746277]
[-1.000000,-1.000000]
[292.843964,298.313721]
[528.128601,453.664490]
[117.440384,171.435730]
[99.452156,230.643555]
[264.675873,347.946838]
[288.003876,345.679138]
[505.591553,261.471985]
[329.978241,271.089172]
[205.460022,347.155762]
[337.382202,249.411728]
[406.457062,268.448212]
[398.636139,290.299316]
[247.492142,367.609131]
[166.451584,297.154541]
[230.248184,283.909576]
[128.279266,245.278473]
[329.558380,228.496750]
[-1.000000,-1.000000]
[199.561371,300.554260]
[65.882172,160.627441]
[313.991486,319.010590]
[71.349464,189.243927]
[264.015778,299.113129]
[375.871674,363.299835]
[70.289551,178.221832]
[429.173370,215.120636]
[281.014709,307.244293]
[43.592102,186.442398]
[270.004639,365.529083]
[411.680328,302.521912]
[377.675812,271.747467]
[258.530090,294.052307]
[-1.000000,-1.000000]
[219.923096,353.894836]
[189.497879,367.425415]
[429.178589,215.126984]
[-1.000000,-1.000000]
[281.009644,307.238190]
[281.010712,307.237640]
[238.698334,377.664032]
[172.096558,280.134094]
[325.994293,251.337921]
[315.420410,258.247681]
[65.881454,160.628418]
[252.307449,25.912821]
[414.596619,268.058533]
[157.535767,305.296600]
[413.231934,219.220764]
[318.106506,226.334869]
[366.440765,271.434265]
[434.177155,274.480957]
[367.528778,230.771225]
[436.258179,109.606316]
[-1.000000,-1.000000]
[174.397873,359.807159]
[473.602936,284.410553]
[399.341614,290.359161]
[97.301407,151.698593]
[411.087830,284.586365]
[291.246643,286.232025]
[654.196350,260.637512]
[-1.000000,-1.000000]
[389.204773,366.359100]
[385.932861,285.516724]
[161.299301,307.809845]
[315.433594,258.242676]
[426.911011,285.065857]
[399.566498,290.378510]
[469.472229,276.027100]
[-1.000000,-1.000000]
[342.088898,301.194336]
[399.258545,213.509155]
[168.779282,341.691284]
[494.728607,271.206055]
[477.363861,265.178986]
[247.194061,295.677063]
[97.301483,151.698990]
[485.991821,271.512268]
[90.637573,82.236359]
[399.392426,290.364502]
[189.498001,367.424194]
[203.459152,373.990173]
[378.905243,288.241241]
[389.166443,252.183456]
[318.086700,226.319550]
[411.511261,298.409210]
[493.525635,281.800110]
[-1.000000,-1.000000]
[476.278412,282.235474]
[442.749298,221.515915]
[352.224152,260.242065]
[434.884766,234.673462]
[347.371216,274.730774]
[505.535736,261.489197]
[608.111877,264.621735]
[436.262115,109.605980]
[253.590668,16.246374]
[273.074677,1.600410]
[366.859222,215.530945]
[221.437103,238.246124]
[430.309418,106.501518]
[331.332397,300.302063]
[169.039841,288.963562]
[286.160980,-2.218697]
[241.295685,-6.857708]
[434.196777,278.545380]
[400.648926,302.749329]
[410.388062,268.242676]
[247.208725,28.856968]
[337.383911,249.440155]
[62.855877,210.393906]
[318.086975,226.319397]
[120.163506,132.645630]
[503.080719,207.650696]
[303.719025,247.802582]
[366.660980,252.056992]
[117.720695,82.471062]
[305.744934,234.902084]
[478.706482,110.497803]
[52.143997,153.170547]
[233.438721,12.307278]
[283.250763,41.113541]
[313.995239,319.017853]
[377.718506,271.746857]
[378.924896,288.251526]
[65.882401,160.627487]
[65.881317,160.628281]
[648.339417,247.234955]
[-1.000000,-1.000000]
[97.305061,151.698334]
[389.172913,252.189377]
[432.296326,284.873962]
[63.364162,200.334991]
[75.424606,211.300354]
[477.363922,265.178406]
[653.412415,241.529007]
[453.884674,292.166351]
[19.893719,352.149384]
[-1.000000,-1.000000]
[209.253845,285.771149]
[385.930786,239.037521]
[544.161987,257.060120]
[538.792664,433.622864]
[469.467560,280.162048]
[62.245995,176.210022]
[376.696838,373.252472]
[-1.000000,-1.000000]
[441.621979,236.338669]
