-3.167415e+01	 2.226544e+01	 2.146825e+01	 8.226563e+01	 -4.984694e+01	 -6.866970e-03	 8.034395e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.665835e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.166312e+01	 2.226175e+01	 2.147024e+01	 8.226171e+01	 -4.984672e+01	 -6.880447e-03	 8.034444e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.693191e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.166063e+01	 2.226091e+01	 2.147069e+01	 8.226082e+01	 -4.984667e+01	 -6.883500e-03	 8.034455e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.675598e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.165855e+01	 2.226022e+01	 2.147107e+01	 8.226008e+01	 -4.984663e+01	 -6.886045e-03	 8.034464e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.679195e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.165574e+01	 2.225928e+01	 2.147157e+01	 8.225908e+01	 -4.984657e+01	 -6.889480e-03	 8.034476e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.690489e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.165325e+01	 2.225844e+01	 2.147203e+01	 8.225819e+01	 -4.984652e+01	 -6.892535e-03	 8.034487e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.682683e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.165158e+01	 2.225789e+01	 2.147233e+01	 8.225760e+01	 -4.984649e+01	 -6.894572e-03	 8.034494e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.677620e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.096279e+01	 2.202712e+01	 2.159684e+01	 8.201055e+01	 -4.983265e+01	 -7.762436e-03	 8.037532e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.853990e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.095650e+01	 2.202501e+01	 2.159798e+01	 8.200828e+01	 -4.983253e+01	 -7.770594e-03	 8.037560e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.839292e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
 -3.095392e+01	 2.202414e+01	 2.159845e+01	 8.200735e+01	 -4.983247e+01	 -7.773938e-03	 8.037572e+00	 1.500000e+01	 3.000000e+01	 4.000000e+00	 2.000000e+00	 -7.841206e-08	 7.000000e+00	 1.400000e+01	 5.000000e+00	 1.400000e+01	 
