[189.989349,112.546211]
[180.069687,107.919075]
[141.351364,111.480858]
[89.698418,105.730499]
[180.067383,107.922829]
[182.086777,109.607681]
[125.160873,111.067970]
[146.085251,147.668839]
[184.829315,104.227402]
[176.328476,68.338257]
[151.091263,107.726852]
[153.243881,167.592529]
[193.557343,86.924026]
[82.784676,113.160393]
[181.931870,109.039703]
[133.373077,179.216125]
[167.323013,103.065552]
[125.343498,109.777893]
[110.006248,136.821960]
[82.796577,113.158524]
[124.162804,54.597160]
[181.587463,108.874863]
[139.940842,111.334084]
[125.159386,111.076637]
[141.380951,111.587563]
[141.332184,111.525101]
[124.172081,54.621296]
[149.473312,49.877518]
[151.872955,50.367233]
[193.564590,86.930817]
[184.518723,104.742737]
[153.097214,167.557968]
[145.804245,148.756012]
[197.756134,105.037857]
[160.503204,157.770721]
[173.841370,95.422501]
[167.324188,103.068893]
[193.557297,86.919548]
[108.660126,126.242958]
[142.565979,184.824875]
[152.318771,80.908218]
[162.778671,102.321320]
[117.336601,136.474670]
[193.554245,86.935013]
[167.322098,103.065834]
[184.838379,104.228279]
[175.036133,89.172035]
[124.425308,118.048111]
[123.512764,123.188202]
[125.416283,109.342392]
[125.160873,111.067970]
[176.333923,68.344116]
[172.625336,184.842987]
[124.172699,54.636139]
[151.884460,80.867203]
[184.257095,83.898010]
[133.373352,179.216568]
[181.013718,92.446915]
[133.376434,179.220184]
[140.645340,151.317062]
[160.506119,157.767349]
[176.328247,68.375160]
[117.342789,136.473083]
[151.842468,80.866631]
[176.331558,68.356049]
[133.732315,179.335449]
[82.802330,113.167061]
[120.095886,132.601059]
[117.346214,136.483795]
[151.873199,80.876083]
[121.142204,136.821320]
[133.829147,179.437576]
[151.869812,50.330944]
[125.891815,107.694664]
[96.727791,234.394836]
[145.808563,148.754303]
[121.216858,136.198517]
[181.773636,108.895889]
[153.064377,167.507507]
[160.503464,157.769119]
[117.328964,136.477325]
[124.167412,54.612289]
[125.894104,107.693581]
[125.166183,111.046776]
[193.555435,86.930222]
[89.968163,105.875763]
[176.326630,68.358841]
[152.962112,167.487823]
[151.875671,50.335068]
[117.344994,136.476089]
[179.291748,107.549385]
[151.089905,107.732018]
[152.320038,80.909111]
[166.091141,102.665489]
[159.850983,204.748184]
[160.620102,81.599831]
[139.945923,111.330688]
[174.863098,66.810104]
[160.147675,217.142059]
[184.747772,105.154800]
[126.954437,173.029831]
[176.323776,68.362274]
[125.893257,107.693588]
[193.557281,86.928734]
[117.341850,136.480698]
[135.757355,55.060051]
[151.866638,50.383152]
[185.888580,106.738297]
[133.829788,179.439285]
[151.868683,50.328075]
[176.293503,99.002129]
[108.650085,126.340630]
[154.465240,36.333641]
[173.190338,184.496628]
[124.170578,54.608997]
[151.871262,50.374741]
[160.170654,217.099442]
[121.159782,135.863525]
[181.230972,99.100014]
[93.303612,117.817764]
[121.131035,135.652771]
[145.831161,148.760422]
[151.852066,80.869537]
[144.034302,191.778259]
[169.239334,79.107277]
[139.950485,111.331802]
[186.500183,86.159393]
[138.452667,194.478531]
[125.892387,107.694801]
[141.310333,111.533684]
[136.559525,84.249321]
[133.831955,179.441925]
[158.101242,192.088043]
[199.271210,93.231148]
[147.066345,186.884583]
[162.421280,186.698547]
[194.558701,114.242523]
[145.478363,100.099075]
[140.221649,65.442230]
[117.329834,136.478424]
[141.291229,154.678192]
[82.783661,113.163246]
[153.052460,167.502731]
[132.549942,118.408211]
[121.133797,136.889313]
[144.946030,153.374359]
[160.814682,216.735077]
[122.525101,67.240433]
[96.726059,234.392303]
[180.068542,107.915855]
[184.848450,104.234406]
[136.450897,81.010742]
[144.284164,156.807816]
[135.644867,87.399651]
[142.417511,71.230476]
[122.521797,67.242729]
[171.176514,214.396469]
[144.715057,209.307022]
[131.026123,66.917038]
[151.090088,107.723518]
[110.197662,136.902283]
[147.591858,199.301147]
[125.461487,108.951134]
[160.050568,85.199661]
[153.221756,167.585831]
[152.973038,167.457367]
[113.363693,129.865845]
[108.640625,126.252228]
[144.715271,209.303055]
[160.608917,199.246857]
[63.453247,93.365822]
[85.966888,121.674202]
[152.319351,80.905785]
[184.889603,104.222443]
[167.317093,103.074585]
[193.553925,86.945107]
[160.502441,157.770615]
[153.240265,167.592896]
[150.676163,49.805645]
[124.428406,118.003517]
[154.446228,64.122803]
[110.197662,136.902283]
[117.340065,136.477585]
[157.760223,65.240280]
[127.400734,65.524544]
[190.540298,109.822586]
[137.292465,100.728050]
[90.078598,105.926537]
[144.695374,209.672363]
[164.950897,102.474861]
[179.275345,82.821632]
[124.175751,54.627712]
[190.381836,111.230293]
[121.180298,136.083832]
[151.846786,80.866203]
[137.169922,104.497505]
[127.795998,39.987991]
[107.532509,129.943405]
[144.714386,209.304245]
[121.238792,136.190460]
[137.536102,150.900314]
[140.271454,65.809692]
[121.115623,136.958649]
[168.779022,81.727745]
[82.941910,111.258057]
[140.644257,167.611908]
[109.446571,128.479645]
[170.102676,210.413345]
[151.090424,107.723465]
[90.834808,117.544128]
[172.716125,184.856232]
[162.973373,87.593742]
[125.364594,109.663567]
[174.225082,198.045410]
[139.103043,197.671890]
[174.723083,66.779289]
[193.969086,167.641937]
[138.411743,156.271805]
[174.216293,198.053375]
[88.137978,121.151657]
[166.640076,204.400284]
[153.244537,167.593079]
[181.738052,216.381714]
[90.202904,106.032303]
[184.837097,104.229034]
[174.222488,198.059616]
[136.282303,77.958405]
[152.323639,193.671371]
[122.531090,67.245415]
[158.727478,77.795105]
[160.300659,216.941864]
[113.159676,132.662155]
[117.340378,136.477570]
[137.573532,92.278717]
[144.715012,209.297791]
[151.864624,50.380245]
[121.158554,135.690369]
[153.193573,167.577835]
[193.883530,94.772087]
[143.799500,204.186234]
[145.596725,148.748276]
[143.915787,89.719276]
[181.316391,87.606445]
[162.559814,93.878036]
[168.574966,93.548058]
[151.372986,65.223679]
[139.056488,203.134857]
[122.519386,67.244812]
[171.547333,184.983612]
[125.892593,107.694885]
[199.259003,116.603065]
[141.304810,163.000107]
[142.953918,180.563095]
[173.517517,80.954613]
[117.329086,136.473572]
[63.420704,93.335518]
[135.357208,160.068939]
[193.557129,86.928757]
[160.131241,217.184601]
[157.974319,68.208229]
[77.390121,92.914032]
[176.331421,68.371338]
[122.535858,67.249924]
[94.693939,216.433105]
[159.373230,196.098907]
[144.691528,209.657227]
[135.368591,196.242310]
[82.825294,113.129684]
[174.219711,198.052597]
[153.047592,167.485153]
[82.835060,113.195839]
[63.426537,93.336563]
[63.390480,93.312271]
[137.273026,156.393280]
[160.504593,157.767838]
[124.428825,118.098816]
[176.333176,68.375916]
[142.408310,71.219070]
[135.087189,124.381409]
[174.177734,215.189758]
[148.717728,91.813934]
[143.115112,195.130859]
[147.792786,167.522400]
[142.540115,230.480469]
[124.163567,54.614594]
[89.747948,105.745522]
[193.464005,112.403107]
[140.661835,66.736458]
[117.345451,136.488373]
[173.185211,184.501968]
[-1.000000,-1.000000]
[144.701645,209.671982]
[89.696617,105.727478]
[180.959183,108.327301]
[90.093811,105.942963]
[171.553375,184.972183]
[153.245453,167.596176]
[92.054832,117.487724]
[180.068649,107.919212]
[162.439224,186.714081]
[142.538528,230.483398]
[167.094055,103.040474]
[174.223724,198.047394]
[63.396496,93.315216]
[127.332817,157.482452]
[155.377151,71.244629]
[166.975388,207.620010]
[138.977264,168.454956]
[152.317856,80.903931]
[134.717499,91.153206]
[117.345306,136.488358]
[150.671356,49.785583]
[158.234940,237.396194]
[150.676239,49.806477]
[144.694855,209.667145]
[142.544159,230.481613]
[144.418381,128.563507]
[195.093643,109.974442]
[133.772095,179.365082]
[145.526550,195.585480]
[124.180534,54.618393]
[163.724579,144.997971]
[149.469086,49.885838]
[124.162949,54.596516]
[133.826721,179.429962]
[151.198853,187.967926]
[133.831467,179.441849]
[180.764725,216.431305]
[193.982697,167.645966]
[166.697418,103.013878]
[146.665665,181.753677]
[197.759506,115.600273]
[153.139801,237.227997]
[166.738846,86.887978]
[141.305847,111.556038]
[174.783630,219.771805]
[173.184769,184.505295]
[160.121231,217.200790]
[117.060844,131.900543]
[133.824066,179.427139]
[136.459839,98.304771]
[193.565002,86.923607]
[160.120117,217.198837]
[162.904083,142.646271]
[-1.000000,-1.000000]
[148.476013,36.953079]
[193.975616,167.637207]
[184.053024,181.692032]
[117.344345,136.488037]
[163.604874,46.373276]
[124.174835,54.621998]
[94.696228,216.428360]
