[58.460960,398.608551]
[95.617691,268.153259]
[800.954895,321.487122]
[620.744934,224.327225]
[426.954926,152.747101]
[411.282471,153.828674]
[426.951843,152.753616]
[678.644958,241.246826]
[657.971497,349.472443]
[589.573853,252.446518]
[800.944092,321.497620]
[95.750992,268.176025]
[375.086975,242.884537]
[407.970703,193.942230]
[440.285797,153.049545]
[659.667908,154.833374]
[473.512268,186.289963]
[628.217285,258.669861]
[397.453125,185.186600]
[659.471924,154.053680]
[765.400513,280.000275]
[676.466187,141.680115]
[397.429047,185.169708]
[440.286774,153.047531]
[411.490143,156.499435]
[775.207764,328.893951]
[411.490631,156.505692]
[627.947205,333.470093]
[473.521179,186.291473]
[534.486206,91.220108]
[473.511353,186.288635]
[411.366486,154.366226]
[662.844055,48.568512]
[642.361938,293.108765]
[628.210144,258.654419]
[149.924988,244.303787]
[524.973389,92.307419]
[397.429443,185.180710]
[677.135437,36.485779]
[411.325073,152.702576]
[626.704956,345.811218]
[361.835236,233.008865]
[426.951599,152.753510]
[659.472717,154.059189]
[660.877319,31.601244]
[676.452515,141.687469]
[626.706360,345.801788]
[800.944214,321.496643]
[440.290558,153.043945]
[268.222961,247.829254]
[397.426300,185.184937]
[546.957764,252.078491]
[785.500732,345.254944]
[493.412933,240.366608]
[122.175583,191.702286]
[6.537779,262.410980]
[786.340881,290.688782]
[738.609497,202.201736]
[528.147156,226.608185]
[761.539917,365.427338]
[579.664062,69.787224]
[496.728455,150.226730]
[786.372253,290.717957]
[440.288147,153.047607]
[632.425903,151.422806]
[523.492371,92.197060]
[657.869751,37.623123]
[468.106293,196.321762]
[773.982971,366.362122]
[114.882706,338.259766]
[800.941101,321.466675]
[411.360443,154.537888]
[642.368652,293.119629]
[518.780212,127.942528]
[659.668762,154.814087]
[662.758789,48.581326]
[453.828217,153.636139]
[673.694153,193.260742]
[408.803375,114.639633]
[579.649658,69.789833]
[194.583405,277.455688]
[659.669373,154.830093]
[149.939423,244.304504]
[-1.000000,-1.000000]
[659.473633,154.044418]
[409.026123,93.136932]
[644.299988,327.079926]
[426.946991,152.757401]
[738.623474,202.200073]
[761.653320,343.872162]
[781.782959,233.317230]
[420.097260,152.760696]
[159.263992,235.865051]
[132.247437,249.566986]
[677.144104,36.473137]
[132.237747,249.565292]
[260.700348,159.523804]
[440.287933,153.047180]
[663.879944,34.599693]
[608.351318,158.488922]
[524.212280,92.208832]
[807.819031,322.317749]
[420.043518,152.361420]
[525.877930,107.606697]
[452.840332,150.582153]
[534.487732,91.214493]
[516.757324,122.645622]
[518.900269,107.566597]
[518.849243,124.729347]
[213.755676,181.276276]
[251.692337,221.512024]
[128.948456,346.561920]
[799.920044,334.934021]
[689.353394,354.065979]
[754.668945,295.167419]
[457.756500,157.573151]
[151.885712,227.579666]
[460.306702,92.284538]
[662.816895,48.585934]
[807.855103,314.847626]
[676.470459,141.267349]
[455.871429,180.240860]
[729.635437,417.173859]
