[58.357361,398.014496]
[129.510147,172.973572]
[824.784668,298.259979]
[638.101074,207.823441]
[427.362091,152.152206]
[411.393616,153.416595]
[427.361450,152.169342]
[-1.000000,-1.000000]
[657.873779,348.960297]
[598.430542,251.292068]
[824.786621,298.269196]
[129.562637,173.012909]
[374.494812,242.198166]
[408.185974,193.454987]
[440.840332,152.384369]
[664.286865,151.521820]
[473.785461,185.717041]
[627.781921,258.094574]
[397.666138,184.505371]
[664.877075,150.024002]
[775.883057,148.141708]
[677.414307,141.523743]
[397.646790,184.489548]
[441.244537,152.461899]
[411.348938,155.979172]
[791.682373,173.574753]
[411.350464,155.984634]
[627.872803,332.937531]
[473.795288,185.716019]
[534.409241,90.598633]
[473.784332,185.714233]
[411.348328,153.819031]
[662.829102,48.024170]
[642.353943,292.612549]
[627.783081,258.080017]
[-1.000000,-1.000000]
[524.944275,91.731400]
[397.637512,184.506317]
[677.060730,35.872292]
[411.426331,152.235321]
[626.646973,345.334564]
[360.679321,235.294754]
[427.365112,152.165268]
[664.890808,150.040863]
[660.887451,31.097361]
[677.406921,141.521942]
[626.647705,345.331451]
[824.786621,298.269196]
[441.241699,152.439377]
[285.013489,244.462891]
[397.637085,184.501434]
[579.046082,243.105362]
[784.300171,322.590790]
[494.193604,240.657028]
[150.783051,120.759071]
[6.498619,261.835388]
[798.469727,149.213928]
[741.254211,135.136444]
[544.815979,226.542313]
[763.003540,363.586365]
[579.670593,69.308075]
[496.687988,149.603683]
[798.477417,149.212509]
[441.244415,152.468521]
[635.840271,148.791748]
[523.370483,91.625084]
[657.862244,37.081306]
[468.181427,195.712814]
[772.780884,360.525299]
[122.317932,335.544861]
[824.783142,298.270874]
[411.350922,154.026459]
[642.368713,292.626587]
[518.725830,127.379921]
[664.291260,151.526276]
[662.720093,48.059853]
[456.130035,152.934448]
[674.835571,170.419083]
[409.077850,113.155357]
[579.654785,69.307915]
[194.519150,276.856079]
[664.287354,151.520035]
[-1.000000,-1.000000]
[-1.000000,-1.000000]
[664.877136,150.036804]
[409.314392,92.577248]
[644.261780,326.497986]
[427.339203,152.134613]
[741.253479,135.133118]
[766.313049,332.514252]
[788.224365,120.947060]
[420.455566,152.200363]
[-1.000000,-1.000000]
[160.722168,171.640701]
[677.068604,35.851124]
[160.721191,171.640930]
[290.890594,125.978317]
[440.851868,152.383591]
[663.860046,34.041416]
[633.409790,154.656281]
[524.182678,91.616302]
[833.309265,302.266479]
[420.330261,151.635254]
[525.861572,106.969307]
[455.356628,149.868347]
[534.409973,90.613846]
[516.706543,122.076775]
[518.965759,106.912544]
[518.802612,124.232040]
[229.603531,127.805489]
[260.304810,164.254028]
[130.747559,345.599854]
[821.657288,299.225891]
[689.312805,353.539185]
[822.412048,293.225861]
[458.006561,156.957855]
[-1.000000,-1.000000]
[460.429565,91.581322]
[662.797058,48.061794]
[824.730774,298.468475]
[677.403931,141.190506]
[456.072845,179.621918]
[729.602112,416.616302]
[-1.000000,-1.000000]
[500.924622,120.185425]
[824.785217,298.256622]
[775.762817,109.459564]
[500.186646,120.211121]
[497.955719,54.120243]
[662.805481,48.079441]
[199.302063,245.601898]
[149.467636,155.581818]
[664.262634,152.266312]
[130.637451,338.469971]
[693.219666,159.059784]
[644.262512,326.502869]
[460.548981,92.052483]
[664.875793,150.037125]
[640.576721,264.041687]
[721.928772,353.972900]
[677.060242,35.871216]
[669.853394,23.119526]
[780.069458,358.803131]
[791.006836,124.620338]
[661.226562,75.593445]
[551.030090,150.260315]
[598.437561,251.295990]
[816.044373,166.028137]
[633.309326,58.562195]
[804.591919,160.373718]
[513.207642,121.331047]
[677.350159,142.145935]
[818.948792,391.968628]
[576.958862,87.204514]
[129.506378,172.966248]
[551.023987,150.258545]
[632.481445,72.490227]
[662.791443,47.958298]
[653.467041,363.040649]
[412.640533,179.142838]
[530.880249,107.066437]
[729.893127,378.979584]
[752.781555,328.683533]
[727.789917,433.271637]
[141.867676,341.630371]
[-1.000000,-1.000000]
[523.370544,91.619148]
[441.244415,152.468521]
[749.964478,144.540314]
[168.850281,324.792511]
[794.169434,113.344902]
[785.868225,145.440170]
[736.473694,324.726715]
[450.190430,198.532806]
[449.869171,319.556396]
[-1.000000,-1.000000]
[627.856567,358.971069]
[524.953369,91.726280]
[822.364624,293.130981]
[775.898315,148.248001]
[810.851013,190.432709]
[794.165039,113.374031]
[516.593262,126.162354]
[509.837494,67.069519]
[-1.000000,-1.000000]
[736.479858,324.721313]
[537.891113,107.041649]
[664.235962,152.511139]
[677.404541,141.182938]
[449.317810,322.670868]
[524.163086,91.579475]
[658.894592,64.054489]
[509.782898,236.922821]
[677.079529,35.850334]
[626.351807,362.821899]
[523.374756,91.601982]
[738.811890,343.940765]
[8.141260,287.156158]
[500.214966,120.203728]
[791.674011,173.591675]
[736.477905,324.723175]
[194.505966,276.851227]
[664.288757,151.529099]
[653.761047,292.391846]
[565.850708,68.964355]
[653.760864,292.346802]
[122.307243,335.544037]
[677.421936,141.200729]
[124.258713,350.351288]
[662.810669,48.069340]
[-1.000000,-1.000000]
[520.758728,122.137634]
[-1.000000,-1.000000]
[374.497742,242.201141]
[779.843384,358.963440]
[464.942322,114.227402]
[527.845032,66.407028]
[810.868958,190.450775]
[671.652283,173.112335]
[153.307968,119.549850]
[644.261902,326.503296]
[824.818054,299.091644]
[744.498169,139.182739]
[663.269714,47.203476]
[190.494324,319.914093]
[632.068787,87.814133]
[157.750458,351.662140]
[494.194275,240.651138]
[797.122864,195.741165]
[727.796021,433.256592]
[812.710632,189.905502]
[662.891541,21.129753]
[560.229614,149.532944]
[708.594482,361.970123]
[516.713013,121.609962]
[695.936707,141.944107]
[663.281555,47.196224]
[31.876637,369.992249]
[662.759277,48.077011]
[559.180115,149.028244]
[784.304199,322.586853]
[460.464417,91.882393]
[780.034424,358.763641]
[125.941940,354.062134]
[663.278809,47.190331]
[785.323547,319.400909]
[677.399475,141.184326]
[432.758606,407.610260]
[168.724579,301.144470]
[374.496368,242.198563]
[37.340088,359.495911]
[580.113159,68.996582]
[171.238937,330.039856]
[119.770531,118.808983]
[-1.000000,-1.000000]
[11.911506,308.885712]
[524.909241,115.099480]
[523.908386,91.704758]
[661.853882,61.044384]
[791.577881,169.778061]
[665.871643,359.964813]
[352.652435,237.272812]
[806.657837,405.268799]
[772.790771,360.533600]
[594.845093,87.445122]
[8.143314,287.159271]
[810.837158,190.426468]
[460.440918,91.577934]
[713.228088,325.479370]
[662.901794,25.108988]
[194.502075,276.857727]
[185.070297,339.218445]
[642.371704,292.625305]
[500.934906,120.174576]
[633.447632,154.646545]
[659.862122,19.041828]
[489.460297,398.406342]
[668.887756,341.976105]
[809.748169,187.532211]
[184.773575,339.130432]
[651.864258,306.030273]
[786.441467,177.292374]
[824.787109,298.267914]
[471.096710,173.985992]
[665.803650,82.073051]
[125.943375,354.059753]
[739.104126,312.598816]
[689.301147,353.547363]
[640.258057,349.341736]
[689.305054,353.546753]
[701.976135,306.884277]
[-1.000000,-1.000000]
[671.255371,173.404785]
[746.171692,329.485352]
[674.814575,170.412155]
[544.328552,226.851181]
[644.852417,348.006317]
[712.748535,305.910339]
[544.813538,226.538589]
[533.981689,90.697105]
[122.271378,171.248245]
[125.827148,171.990005]
[-1.000000,-1.000000]
[653.337158,326.414856]
[-1.000000,-1.000000]
[632.538025,71.529678]
[793.262512,121.283752]
[744.661865,138.320404]
[653.898499,347.003326]
[155.338516,185.659470]
[720.844055,385.950378]
[644.266235,326.530640]
[513.204834,121.336182]
[559.705017,149.195496]
[171.526657,330.229584]
[-1.000000,-1.000000]
[712.749939,305.908752]
[153.297684,119.534523]
[149.799988,309.478790]
[632.491638,72.520721]
[666.874695,324.910980]
[273.024078,212.503082]
[823.239014,406.307556]
[125.967094,354.073669]
[677.470703,141.080460]
[497.976532,54.108120]
[602.120605,67.999710]
[579.654663,69.297363]
[-1.000000,-1.000000]
[591.902405,57.167526]
[653.414124,326.443634]
[516.963745,68.031464]
[460.544250,92.054649]
[552.976868,68.964249]
[409.317078,92.556839]
[137.622864,358.510834]
[779.335999,123.007004]
[666.875488,22.036882]
[523.904358,62.051197]
[746.823364,140.894562]
[171.636307,330.030762]
[642.370789,292.623352]
[794.163574,113.349442]
[273.003052,119.239174]
[144.756332,348.245209]
[460.491150,91.879234]
[471.202179,132.012177]
[781.230042,111.370918]
[122.304237,335.551971]
[538.768250,133.196213]
[694.629333,158.164383]
[807.374878,348.539978]
[761.650818,364.661774]
[785.565979,108.461006]
[612.125366,69.781593]
[656.910950,340.985687]
[623.922485,154.720581]
[667.864868,18.106634]
[12.911438,311.923279]
[449.939941,301.551941]
[351.119598,235.125885]
[774.858704,356.908997]
[17.821932,322.885590]
[35.004673,447.394470]
[610.368835,69.380089]
[623.924255,154.721191]
[779.860535,358.960571]
[689.310852,353.539581]
[560.169556,149.539124]
[779.943359,358.928619]
[544.796875,226.539856]
[8.147696,287.153442]
[807.369080,348.550629]
[161.929886,312.962921]
[665.140381,162.317398]
[459.758057,200.931152]
[807.372314,348.556152]
[393.107513,171.947708]
[660.882263,28.080652]
[450.619232,199.199051]
[719.904968,349.961731]
[450.617615,199.196625]
[-1.000000,-1.000000]
[708.542664,361.745667]
[555.938843,219.592300]
[13.793009,319.939697]
[-1.000000,-1.000000]
[785.039429,118.115387]
[642.374878,292.626129]
[555.946289,219.602646]
[663.822083,161.580292]
[-1.000000,-1.000000]
[824.732178,298.500031]
[689.309082,353.533417]
[798.445923,149.210205]
[821.662048,299.247833]
[494.186432,240.666687]
[27.616417,339.932373]
[653.113892,326.189606]
[794.165039,113.374031]
[708.539368,361.735596]
[738.949097,353.966003]
[621.857056,70.989777]
[790.412659,126.151154]
[101.088264,348.182465]
[8.141975,287.159302]
[409.321594,92.565987]
[791.681885,173.560516]
[-1.000000,-1.000000]
[518.676025,128.074203]
[-1.000000,-1.000000]
[549.382019,55.409554]
[-1.000000,-1.000000]
[705.892456,350.967712]
[129.568573,173.020905]
[731.906006,366.021698]
[508.342285,229.462585]
[518.676636,128.075531]
[570.075623,100.607979]
[808.895569,184.346619]
[627.776978,258.093384]
[20.599422,322.857056]
[647.860229,310.989288]
[690.734436,360.095184]
[545.072571,220.649673]
[605.208191,96.269066]
[-1.000000,-1.000000]
[24.070955,307.081238]
[711.851379,345.945068]
[626.843506,377.971466]
[592.193237,57.192627]
[591.977600,57.186611]
[171.645966,330.009277]
[570.118042,101.891022]
[677.397583,141.177490]
[678.936401,347.025421]
[149.684402,309.728455]
[771.919983,355.505341]
[668.869690,344.984344]
[610.804810,69.581131]
[592.220642,57.191547]
[132.908142,205.401733]
[708.516357,361.702393]
[527.782776,66.338226]
[736.482910,324.723297]
[190.487305,319.909576]
[439.062103,86.969490]
[33.567299,334.940338]
[677.061646,35.874725]
[632.482422,72.493439]
[524.179810,91.622330]
[843.306763,391.791077]
[607.156982,121.264229]
[626.359680,362.813385]
[736.011719,312.718140]
[621.880981,59.924660]
[149.688400,309.725281]
[690.825256,360.256714]
[460.448425,91.622604]
[171.667068,329.985016]
[741.255859,135.138580]
[20.733675,294.900208]
[569.539612,100.667580]
[-1.000000,-1.000000]
[773.536804,366.769257]
[739.651978,340.862885]
[559.719482,149.203827]
[544.618103,307.114319]
[158.908127,321.966187]
[332.619080,245.764435]
[432.690704,124.864082]
[576.960510,87.203270]
[843.297119,391.791046]
[118.521194,119.595566]
[652.888245,342.024323]
[508.253357,217.679321]
[548.998474,333.206573]
[783.902771,127.688148]
[544.605774,216.308655]
[774.263428,350.676819]
[559.891968,149.337204]
[385.304565,132.873505]
[828.730713,402.145172]
[671.787109,150.614334]
[555.747986,55.417503]
