[173.989548,352.119110]
[326.830566,293.771332]
[143.445938,349.190643]
[143.446198,349.173340]
[143.450592,349.189301]
[143.442551,349.193817]
[270.269989,299.304352]
[243.662796,271.214600]
[143.064026,349.469238]
[360.702759,391.239655]
[360.706268,391.241455]
[370.555939,420.384125]
[243.658585,271.199677]
[370.552246,420.383057]
[370.884674,234.013000]
[270.329926,299.359344]
[360.712524,391.232147]
[572.081665,185.073425]
[141.981369,361.874908]
[341.765808,276.587982]
[307.982361,184.962906]
[356.118469,268.359741]
[143.448349,349.192902]
[370.549377,420.363983]
[302.208008,339.913879]
[243.658783,271.199677]
[566.989502,205.741745]
[399.627319,187.711929]
[293.698486,332.420532]
[268.350952,298.474121]
[305.945740,144.340790]
[329.410248,236.256607]
[305.945740,144.340790]
[142.005951,339.020325]
[374.493134,126.878265]
[312.952820,349.941406]
[172.981354,340.077454]
[572.102783,185.091232]
[332.816376,272.857910]
[399.763123,187.923904]
[145.978378,362.906921]
[320.235291,34.753738]
[284.888916,164.607193]
[341.021790,376.315918]
[313.029388,345.770386]
[370.559296,420.386963]
[511.057434,287.529327]
[177.997284,340.056183]
[511.053558,287.527069]
[330.672729,367.767212]
[173.282639,325.912506]
[-1.000000,-1.000000]
[346.164459,264.545532]
[338.367310,280.893341]
[352.208923,267.937744]
[143.048828,349.485291]
[173.282608,325.914001]
[277.274323,306.083954]
[320.222260,352.220184]
[479.479736,53.362499]
[332.413300,259.121704]
[322.424561,358.596619]
[572.075439,185.059021]
[-1.000000,-1.000000]
[191.638260,151.558517]
[323.275391,348.255585]
[468.204224,260.147400]
[300.582092,343.433258]
[480.073395,351.980682]
[468.272339,259.903076]
[326.839478,293.768372]
[299.798584,154.198166]
[143.048264,349.488708]
[317.044800,355.262970]
[370.549622,420.372040]
[307.616089,345.613770]
[362.868011,445.130798]
[163.944824,335.996582]
[243.660370,271.248413]
[319.565674,203.410446]
[243.658127,271.205414]
[-1.000000,-1.000000]
[349.393768,266.327759]
[329.419128,236.265472]
[342.322174,239.824203]
[282.363922,312.675903]
[314.238556,325.687164]
[315.084351,351.241364]
[344.781555,282.072449]
[469.183807,228.144440]
[572.086548,185.093903]
[268.826233,315.166931]
[347.700165,244.604568]
[326.839996,293.771118]
[478.399384,214.610474]
[-1.000000,-1.000000]
[511.058411,287.530396]
[437.295746,215.419678]
[451.589630,359.064484]
[-1.000000,-1.000000]
[346.550934,205.433136]
[314.134644,341.503845]
[328.722748,211.067459]
[330.792999,354.708496]
[143.049637,349.480072]
[289.185211,324.352081]
[331.853973,206.726303]
[469.203339,228.153687]
[630.966003,361.712952]
[291.942322,323.076111]
[437.620239,149.091812]
[168.929108,338.093140]
[284.894104,164.587708]
[370.565643,420.401672]
[386.237579,273.764008]
[368.135101,432.130707]
[360.716431,391.230286]
[468.216888,260.128418]
[372.437775,164.510132]
[323.808472,211.612244]
[226.267441,298.385498]
[254.926941,282.115265]
[372.435730,164.511673]
[346.545563,205.029648]
[608.570984,302.951721]
[326.834015,293.773468]
[349.134827,274.405609]
[360.695526,391.245544]
[327.785706,350.117950]
[451.589844,359.060730]
[479.463348,53.351635]
[350.484192,378.322479]
[334.055115,211.638153]
[370.562805,420.400269]
[480.354919,351.625000]
[-1.000000,-1.000000]
[444.957550,243.682983]
[360.700745,391.243713]
[-1.000000,-1.000000]
[290.636353,321.715271]
[174.015060,352.121307]
[-1.000000,-1.000000]
[243.313187,438.919586]
[154.997086,335.982269]
[346.615234,253.458450]
[363.052948,402.840668]
[-1.000000,-1.000000]
[157.964508,335.978210]
[284.890289,164.629333]
[443.467163,200.129288]
[376.095184,198.272903]
[284.895538,164.613617]
[169.931641,341.093384]
[344.763733,233.397552]
[479.479736,53.362499]
[390.520325,197.118118]
[428.228027,236.363754]
[300.293121,162.616150]
[360.698090,391.246918]
[448.571350,403.836914]
[329.724030,196.874817]
[-1.000000,-1.000000]
[329.463165,265.465210]
[433.107391,274.354980]
[492.855438,184.150192]
[298.089264,325.099854]
[340.128235,265.489014]
[325.612793,345.698639]
[174.014816,352.121033]
[317.865021,341.507355]
[332.303314,255.473404]
[525.423340,268.872009]
[173.282776,325.912384]
[295.448853,276.557587]
[370.855865,234.050110]
[454.964447,413.455811]
[399.026978,277.986420]
[372.435181,164.477432]
[341.273529,270.941895]
[457.561462,250.305344]
[374.491486,126.870865]
[191.637146,151.558533]
[348.167114,279.985382]
[469.223053,228.149506]
[335.506287,187.411011]
[159.639572,16.508503]
[318.903320,209.115234]
[399.779358,224.824188]
[326.670288,198.709351]
[305.504547,333.932190]
[125.210930,359.198334]
[316.624908,343.877075]
[363.767731,401.818115]
[-1.000000,-1.000000]
[375.825531,190.821396]
[344.691589,248.009155]
[451.589935,359.068390]
[318.104950,348.260468]
[287.225006,326.320648]
[306.134888,144.424408]
[376.006897,196.098862]
[-1.000000,-1.000000]
[500.525208,178.987549]
[469.233490,228.149307]
[-1.000000,-1.000000]
[427.038544,173.887253]
[125.215080,355.159210]
[437.293152,215.407043]
[188.611191,366.611328]
[434.917084,288.558685]
