[174.029831,352.116333]
[332.668732,288.972504]
[143.428101,349.194305]
[143.428726,349.176849]
[143.432755,349.192993]
[143.425018,349.197510]
[278.301910,294.730255]
[247.479340,270.296326]
[143.044983,349.476013]
[363.222076,388.612091]
[363.225067,388.613983]
[372.476410,418.915680]
[247.475204,270.281067]
[372.473083,418.914703]
[377.193909,229.424927]
[278.345459,294.765900]
[363.232666,388.606323]
[572.095215,185.086639]
[141.966675,361.893066]
[347.796936,272.873657]
[317.015350,175.525894]
[361.903198,265.345276]
[143.431152,349.195221]
[372.470337,418.900848]
[307.120880,333.844574]
[247.475067,270.281128]
[567.032349,205.650040]
[404.990845,178.851105]
[298.752838,325.504730]
[276.951569,294.635315]
[318.781036,139.375580]
[335.379272,232.308411]
[318.781036,139.375580]
[141.989014,339.027435]
[385.913025,122.911270]
[317.806458,345.004242]
[173.006180,340.048248]
[572.116272,185.103302]
[338.914001,268.870758]
[405.089905,179.100769]
[145.959610,362.918304]
[320.295227,34.682438]
[297.098572,164.751785]
[344.925842,373.715698]
[317.781281,340.537415]
[372.479309,418.917542]
[510.965393,287.692169]
[178.019730,340.034790]
[510.963074,287.687164]
[335.303162,364.788177]
[173.283691,325.821686]
[-1.000000,-1.000000]
[352.275513,260.837646]
[344.314362,277.248108]
[357.686584,264.945312]
[143.029587,349.491791]
[173.283524,325.822876]
[284.172791,300.038361]
[324.454651,347.226959]
[479.407135,53.448948]
[338.517456,255.729065]
[326.639313,354.079346]
[572.089600,185.069824]
[-1.000000,-1.000000]
[191.484253,151.352066]
[327.403076,343.236053]
[475.128448,260.593994]
[305.764862,338.078278]
[480.372498,351.609497]
[475.200897,260.365540]
[332.677399,288.969543]
[313.399231,150.087021]
[143.028839,349.495667]
[321.568878,350.476288]
[372.469421,418.907745]
[312.722687,340.477661]
[363.370758,443.819855]
[163.908279,335.988098]
[247.477051,270.329346]
[326.297241,195.050171]
[247.474152,270.287170]
[-1.000000,-1.000000]
[354.928192,263.145935]
[335.390015,232.323563]
[348.253235,236.802368]
[288.500763,305.763672]
[318.588104,318.900635]
[319.792908,346.341919]
[350.733459,278.427856]
