  2.6842071e+000 -3.2660731e-001
  2.7153906e+000  1.6955685e-001
  2.7464372e+000  3.1112432e-001
  2.7285930e+000 -3.3392456e-001
  2.2798974e+000 -7.4778271e-001
  2.8208907e+000  8.2104511e-002
  2.6264820e+000 -1.7040535e-001
  2.8879586e+000  5.7079803e-001
  2.6738447e+000  1.0669170e-001
  2.5065268e+000 -6.5193501e-001
  2.6131427e+000 -2.1520632e-002
  3.2252004e+000  5.0327991e-001
  2.6435432e+000 -1.1861949e+000
  2.3838693e+000 -1.3447543e+000
  2.6225262e+000 -8.1808967e-001
  2.6483227e+000 -3.1913667e-001
  2.1990780e+000 -8.7924409e-001
  2.5873462e+000 -5.2047364e-001
  2.3105317e+000 -3.9786782e-001
  2.5432349e+000 -4.4003175e-001
  2.3031285e+000 -1.0552268e-001
  2.3561711e+000  3.1209589e-002
  2.5079172e+000  1.3905634e-001
  2.4690560e+000 -1.3788731e-001
  2.5623909e+000 -3.7468456e-001
  2.6398213e+000 -3.1929007e-001
  2.6328479e+000  1.9007583e-001
  2.5884621e+000  1.9739308e-001
  2.4100773e+000 -4.1808001e-001
  2.5971595e+000 -1.1000219e+000
  2.6738447e+000  1.0669170e-001
  2.8669998e+000 -7.7193096e-002
  2.6252285e+000 -6.0680001e-001
  2.6738447e+000  1.0669170e-001
  2.9818427e+000  4.8025005e-001
  2.5903230e+000 -2.3605934e-001
  2.7701389e+000 -2.7105942e-001
  2.8522111e+000  9.3286537e-001
  2.4055141e+000 -1.9591726e-001
  2.2088330e+000 -4.4269603e-001
  2.7156652e+000  2.4268148e-001
  2.5375734e+000 -5.1036755e-001
  2.8403213e+000  2.2057634e-001
  2.5426858e+000 -5.8628103e-001
  2.7039123e+000 -1.1501085e-001
