[717.434998,59.530071]
[234.303970,284.830719]
[374.992706,205.067383]
[258.169861,418.562225]
[297.857971,146.250839]
[375.002563,205.083267]
[112.227142,418.409119]
[406.478546,213.256836]
[35.497589,416.382751]
[297.091034,122.755486]
[276.759644,256.000122]
[376.931824,220.055573]
[11.168907,416.751495]
[307.941406,183.594528]
[385.537659,126.025467]
[16.603699,416.755249]
[394.339874,233.920792]
[261.163818,402.425262]
[16.608467,416.754333]
[11.166641,416.750366]
[717.489502,412.269653]
[306.391876,284.172913]
[383.854767,322.723999]
[255.810455,218.762787]
[289.986511,289.470581]
[290.262848,201.566956]
[291.557587,252.532288]
[292.884399,304.007294]
[405.130493,204.642670]
[255.826187,218.751968]
[206.792587,418.435608]
[297.081696,122.746689]
[346.507904,286.865417]
[460.257019,303.772217]
[290.263336,201.566360]
[279.015106,195.738037]
[617.196472,418.439667]
[346.492371,286.937775]
[667.325806,418.483154]
[393.153534,352.491852]
[352.173004,183.484711]
[233.215942,286.055084]
[394.338104,233.902512]
[319.291168,380.356049]
[269.734924,355.010437]
[463.658508,403.097260]
[53.681931,416.653687]
[243.727203,241.679596]
[338.290344,380.150970]
[572.364441,418.505096]
[279.526245,325.227753]
[375.001862,205.143112]
[295.997070,330.989319]
[40.006744,397.003174]
[52.885681,400.444122]
[348.855499,367.577484]
[53.058647,400.925812]
[405.492950,418.248474]
[518.152771,418.261810]
[391.275879,338.891541]
[53.680954,416.647705]
[453.143250,268.805054]
[17.827118,390.092041]
[515.344116,276.986328]
[53.062538,400.922333]
[311.916656,344.520935]
[169.962982,394.399353]
[53.683952,416.648804]
[232.600906,282.891968]
[378.369415,284.645966]
[406.485718,213.229370]
[52.953827,398.519287]
[35.491447,416.383575]
[29.789152,390.341705]
[375.004272,205.074341]
[309.547272,284.107513]
[375.004333,205.081497]
[290.251434,201.581680]
[389.441315,403.481049]
[394.617401,116.394737]
[338.291260,380.160400]
[53.296783,405.028503]
[374.960480,297.631744]
[255.814529,218.760162]
[291.549164,252.529266]
[406.480042,213.255463]
[53.683502,416.658325]
[515.353271,276.992035]
[348.104797,342.969086]
[261.094788,402.475830]
[279.524536,325.231628]
[319.289948,380.365631]
[244.132111,240.296936]
[52.923111,399.294617]
[279.024719,195.736511]
[510.101562,250.330963]
[520.103027,267.562988]
[587.925903,390.345215]
[17.159599,390.079407]
[394.338745,233.918701]
[131.235413,418.202881]
[366.104584,332.911621]
[371.087952,328.926849]
[485.293091,251.163422]
[575.972168,393.946716]
[510.035095,254.450394]
[587.915405,390.330597]
[338.290131,380.166077]
[174.058304,344.352814]
[259.782043,379.232147]
[378.378296,284.652313]
[29.801971,390.376617]
[13.274467,389.632996]
[29.788994,390.346985]
[264.104797,215.960587]
[308.314941,359.225067]
[244.108017,240.358749]
[309.555206,284.107758]
[344.976562,291.876984]
[420.464630,399.620880]
[338.292755,380.151550]
[307.940247,183.595093]
[460.255188,303.778137]
[587.922791,390.340820]
[611.694153,389.225403]
[406.480103,213.253647]
[234.314285,284.788300]
[376.842682,220.138000]
[391.583008,206.445450]
[344.929047,291.847870]
[380.094543,356.350189]
[587.922607,390.340363]
[344.964996,291.869080]
[255.891861,203.190430]
[311.073456,274.942932]
[278.038147,340.942261]
[519.985596,267.680786]
[70.003815,360.981720]
[532.574768,400.440247]
[18.770630,346.917664]
[447.315613,418.322296]
[205.322174,282.114258]
[59.099754,351.861115]
[473.890045,277.457703]
[394.647614,116.339600]
[267.967590,366.024780]
[352.175598,183.473404]
[17.124657,389.602936]
[299.657440,172.470276]
[179.129822,334.381927]
[376.869507,220.115662]
[515.334106,276.877289]
[269.741821,355.008545]
[290.248505,201.581909]
[510.101135,250.330795]
[317.405396,290.775269]
[515.338623,276.973816]
[348.853973,367.578217]
[227.537247,349.591370]
[389.718750,212.186905]
[319.291168,380.356659]
[587.918335,390.333954]
[363.103363,334.926239]
[13.571938,389.453552]
[392.710938,209.122940]
[225.186691,418.436157]
[351.068726,356.006836]
[348.856506,367.576538]
[344.952545,291.845978]
[512.122925,278.828888]
[218.399063,390.119110]
[378.425964,381.965118]
[445.378784,237.730911]
[202.190979,402.161560]
[254.843338,217.005219]
[212.679642,281.741455]
[17.170753,390.076172]
[254.050476,213.310455]
[13.739639,389.425720]
[13.403000,389.540619]
[121.834404,401.632874]
[255.298401,204.286087]
[289.985809,289.469604]
[17.178177,390.079620]
[227.536667,349.592194]
[599.921448,396.938141]
[438.351837,260.836121]
[510.679169,249.575867]
[292.000244,340.000549]
[307.947815,183.595367]
[311.845215,344.536407]
[255.810226,218.763962]
[378.379639,284.649597]
[296.006958,334.921936]
[220.391357,289.631378]
[305.942780,395.934113]
[309.552521,284.108246]
[511.143280,254.773392]
[296.950745,381.189148]
[438.287018,260.792358]
[292.893677,301.555603]
[496.468506,402.273163]
[-1.000000,-1.000000]
[375.063293,294.973724]
[249.279144,401.867584]
[17.179596,390.075684]
[587.919678,390.336731]
[452.975647,256.263000]
[256.348694,210.681107]
[214.207352,281.229340]
[122.257721,401.546875]
[317.400970,290.778351]
[218.282791,384.803650]
[346.507111,286.867462]
[150.358612,418.252808]
[365.466888,296.941406]
[386.864380,207.524063]
[82.149651,418.001984]
[205.399460,282.024261]
[177.209381,334.636658]
[484.465973,251.027634]
[257.952576,200.733597]
[161.942673,355.693146]
[519.984497,267.683502]
[484.481567,251.031616]
[383.332520,345.033234]
[-1.000000,-1.000000]
[394.613892,116.392075]
[352.172424,183.482697]
[614.908203,402.985352]
[406.485474,213.232391]
[420.472260,399.641907]
[279.522827,325.231995]
[344.076416,350.982941]
[588.954346,379.945587]
[476.935547,292.805695]
[99.030792,359.958862]
[255.815445,218.759827]
[343.885651,160.489899]
[222.032364,284.154083]
[110.015236,395.964294]
[308.355896,358.728394]
[17.116241,389.602600]
[343.897095,160.492966]
[369.233398,418.487305]
[492.444214,250.937744]
[217.272156,399.151672]
[179.009201,334.398132]
[296.946991,381.191711]
[291.535614,252.523132]
[355.641937,270.297424]
[587.919250,390.335144]
[376.810272,220.162033]
[462.018890,294.591492]
[347.094849,321.786163]
[380.102539,356.341431]
[464.818878,290.602570]
[447.322510,418.322937]
[88.752586,353.238983]
[231.433578,385.199982]
[29.791443,390.338074]
[601.913513,391.940796]
[309.556641,284.107239]
[227.536179,349.592163]
[304.027985,159.184601]
[150.360611,418.252808]
[269.730652,355.011383]
[558.739258,401.152435]
[406.484100,213.234924]
[-1.000000,-1.000000]
[453.960327,262.179993]
[557.289307,381.129669]
[375.003052,205.075729]
[455.303070,265.039032]
[347.274475,274.332733]
[385.571777,126.026382]
[205.392853,282.028137]
[316.407898,154.387772]
[88.756538,353.239594]
[378.376587,284.649750]
[261.152069,402.433655]
[395.562378,221.961731]
[232.312225,281.328918]
[367.096436,338.926117]
[244.112244,240.339478]
[591.957642,377.926422]
[311.070862,274.942444]
[464.017883,416.858398]
[454.089844,238.186188]
[341.073273,350.988312]
[317.402557,290.774384]
[226.163528,366.989532]
[247.643967,219.385910]
[717.485779,412.269775]
[497.798187,249.635620]
[232.646393,400.022278]
[311.848267,344.520782]
[227.536331,349.592102]
[405.494202,418.248688]
[212.741806,281.726776]
[313.051422,323.564514]
[29.437271,415.437958]
[292.845520,311.203064]
