[224.305084,127.893837]
[441.907318,115.588074]
[361.464996,293.713928]
[245.143539,120.571625]
[255.564117,445.806152]
[266.577820,254.679260]
[288.202606,105.779442]
[470.324249,300.618744]
[343.476196,240.046341]
[266.532776,254.709854]
[278.331421,424.419708]
[361.231232,104.257317]
[309.745270,256.132355]
[256.261292,422.890961]
[455.148285,279.131439]
[281.647980,327.511383]
[224.153320,266.742310]
[261.599731,310.462372]
[401.640137,67.600517]
[454.704437,279.984680]
[307.435852,259.488464]
[327.443695,252.106750]
[396.861053,41.762157]
[327.064270,252.793625]
[304.538330,256.092041]
[459.117065,282.901245]
[470.330292,300.894623]
[199.018448,391.519440]
[486.687042,313.418610]
[257.475189,377.377350]
[294.552094,254.850708]
[223.440735,266.707458]
[256.773926,399.990295]
[294.522156,254.886398]
[396.489990,275.829407]
[237.794861,331.143219]
[332.146088,90.538750]
[479.326202,308.219513]
[387.589020,219.457977]
[367.758789,130.417877]
[309.869507,98.312912]
[327.433563,252.328949]
[387.596252,219.379684]
[202.360474,436.679688]
[496.846375,320.078613]
[368.815643,266.521790]
[274.393738,473.590790]
[327.336639,253.249878]
[223.441025,266.705780]
[399.686920,239.190109]
[327.355957,253.159897]
[494.693817,326.403290]
[494.957886,325.748169]
[470.331116,300.554962]
[227.572586,150.483368]
[399.120239,253.293350]
[462.044617,291.980042]
[201.769012,370.849701]
[316.464264,119.437965]
[304.422729,255.723343]
[304.423706,255.729462]
[272.748596,134.370880]
[486.876709,318.020996]
[454.487762,280.390869]
[193.656967,411.797363]
[327.348877,253.310501]
[480.321106,320.349731]
[237.317886,353.594635]
[327.425110,252.203796]
[266.572693,254.683868]
[496.835480,319.314850]
[255.561081,445.802643]
[478.325989,312.546631]
[416.618256,219.666092]
[344.452850,245.071350]
[487.686218,313.685211]
[496.544678,338.300232]
[307.261353,259.519531]
[235.574661,443.712585]
[346.418701,239.046585]
[480.439240,305.171631]
[257.297668,354.614319]
[236.048904,421.050659]
[384.859100,96.635002]
[294.507355,254.880890]
[402.144379,219.497650]
[383.956116,252.510208]
[496.706390,318.388428]
[383.432892,284.840424]
[504.061646,352.889709]
[294.521637,254.883575]
[487.680023,314.578552]
[495.508148,325.560883]
[271.403870,275.407471]
[370.882385,237.782623]
[206.123947,417.421143]
[463.018250,289.319641]
[327.425293,252.184418]
[487.643829,314.555939]
[304.421814,255.710938]
[294.362244,126.861969]
[501.319580,341.827209]
[214.436523,307.440094]
[453.113861,291.930450]
[327.341248,253.119110]
[224.156128,266.746796]
[402.124878,219.549744]
[501.821869,340.128693]
[299.222748,255.603287]
[469.378601,307.959259]
[278.987183,377.151672]
[444.476166,276.480865]
[266.573212,254.683853]
[423.084869,265.166626]
[480.450867,305.156128]
[383.365326,267.207214]
[327.330292,252.720352]
[396.205017,275.957611]
[477.289917,328.989197]
[218.334793,441.247162]
[385.407532,238.607559]
[278.626892,401.843231]
[338.694366,111.760277]
[281.832825,297.913544]
[304.423492,255.727509]
[304.422516,255.720413]
[191.467896,432.317963]
[236.480026,398.551849]
[201.772781,370.851471]
[204.484253,414.416382]
[434.595978,85.745445]
[414.591248,239.417480]
[237.267029,375.993347]
[416.614685,219.693253]
[205.704498,326.470490]
[242.857437,100.374580]
[420.938782,328.662750]
[218.732742,419.076050]
[405.713989,287.422394]
[308.282745,256.426880]
[487.368195,313.266602]
[480.411591,305.351654]
[211.846207,329.201813]
[205.486221,349.915253]
[328.331451,68.436211]
[265.553345,86.381302]
[373.279083,219.438019]
[255.743774,471.430481]
[494.143982,332.507416]
[218.965469,396.882538]
[440.684723,277.630524]
[224.143631,266.735596]
[219.459106,374.802643]
[87.573982,360.664062]
[470.386871,300.483002]
[452.820526,286.228424]
[281.831024,297.934265]
[502.532959,331.794403]
[480.413818,305.069641]
[224.103821,266.704895]
[327.324524,253.200653]
[463.496582,287.497559]
[478.939911,309.141663]
[342.894592,292.747528]
[396.131195,271.815582]
[503.256378,332.365509]
[294.543243,254.900604]
[294.552490,254.855911]
[284.558563,83.557457]
[444.824829,276.157623]
[209.644241,306.329102]
[209.099869,277.131226]
[504.071625,352.950409]
[377.889801,75.093605]
[327.484589,251.751266]
[441.286926,277.162323]
[202.383453,460.804382]
[218.965103,396.887665]
[397.195007,281.899170]
[238.423569,308.783081]
[327.484863,251.680191]
[251.023972,141.330826]
[361.443787,293.664398]
[327.413696,252.702927]
