[227.592957,143.302551]
[442.784973,109.734062]
[361.454651,293.689941]
[247.755478,133.874878]
[278.925385,458.619781]
[266.505188,254.673981]
[289.181183,114.801781]
[477.128754,292.546875]
[343.478424,240.234100]
[266.459869,254.705612]
[301.226227,435.522858]
[361.811615,105.763420]
[309.747101,256.224976]
[278.418213,435.057404]
[461.603638,271.887512]
[299.263641,336.854767]
[239.214859,280.577301]
[278.282562,321.144928]
[397.933807,65.413910]
[461.244690,272.814148]
[307.437683,259.569427]
[327.439087,252.279022]
[391.236938,39.749989]
[327.069489,252.977783]
[304.544556,256.173523]
[465.649261,275.439392]
[477.139374,292.814789]
[216.276306,407.864197]
[493.668823,304.097656]
[277.386139,388.609131]
[294.536255,254.910324]
[238.488266,280.611603]
[277.835297,411.681854]
[294.506744,254.946579]
[402.070648,271.344818]
[255.075439,343.526642]
[331.344116,95.215157]
[486.198425,299.457306]
[387.599030,219.437378]
[370.487854,131.164642]
[309.995026,105.167595]
[327.430298,252.477982]
[387.606567,219.358002]
[221.713211,453.813263]
[503.936768,310.096100]
[368.810059,266.503357]
[-1.000000,-1.000000]
[327.338593,253.402405]
[238.488510,280.610596]
[399.695129,239.174850]
[327.361084,253.322617]
[501.867249,316.707275]
[502.150543,316.048340]
[477.135986,292.484436]
[233.182037,165.430145]
[398.973938,252.905045]
[468.712372,284.457367]
[218.074707,387.056610]
[318.848389,125.398079]
[304.412231,255.800385]
[304.413055,255.806717]
[276.844818,144.667587]
[493.961182,308.796906]
[460.986450,273.246979]
[212.018982,429.286072]
[327.352997,253.469162]
[487.412384,311.663239]
[255.548401,366.212952]
[327.429108,252.363770]
[266.500122,254.678802]
[503.920135,309.313568]
[278.921539,458.616760]
[485.265808,303.911865]
[416.632568,219.651917]
[344.446198,245.253937]
[494.669647,304.311920]
[503.870483,328.579315]
[307.261261,259.602844]
[258.120178,458.130737]
[346.422638,239.204330]
[487.289032,296.263214]
[276.146942,365.655487]
[257.487427,434.857483]
[384.449890,95.779182]
[294.491974,254.940857]
[402.151825,219.466858]
[383.965271,252.498962]
[503.780823,308.387787]
[384.897461,284.490570]
[511.434113,343.005646]
[294.506134,254.943619]
[494.679749,305.200439]
[502.659698,315.775970]
[283.578796,280.970032]
[370.884155,237.766708]
[225.548080,434.175018]
[469.640381,281.656555]
[327.429260,252.346405]
[494.644470,305.180634]
[304.415802,255.787231]
[297.606262,135.060379]
[508.655151,331.972870]
[228.762466,321.983917]
[459.792328,285.006714]
[327.346497,253.287033]
[239.218048,280.580017]
[402.132599,219.518631]
[509.182861,330.204315]
[299.207520,255.667740]
[476.295380,299.999908]
[299.351044,387.266510]
[450.869507,270.122467]
[266.500549,254.678726]
[429.104614,259.483704]
[487.302032,296.248260]
[383.434540,267.056091]
[327.334595,252.891357]
[401.937805,271.344269]
[484.429657,320.531189]
[239.361374,457.018799]
[385.401001,238.580322]
[300.565216,412.466766]
[340.195496,115.495789]
[298.424683,303.120148]
[304.412903,255.804626]
[304.412079,255.797333]
[210.503067,450.336273]
[256.831238,411.797760]
[218.078583,387.057556]
[223.611633,430.950989]
[432.978027,80.770454]
[414.501312,239.080750]
[256.535645,388.922882]
[416.628815,219.678314]
[221.168488,341.402161]
[244.075760,114.305443]
[428.958527,321.553955]
[238.901688,434.232635]
[412.791534,282.062347]
[308.275970,256.510437]
[494.336609,303.876465]
[487.259918,296.442596]
[227.402557,343.678009]
[221.800613,365.211090]
[326.056671,73.627594]
[265.256958,97.222672]
[373.291656,219.423721]
[-1.000000,-1.000000]
[501.374451,322.912750]
[238.179611,411.667114]
[447.156647,271.598145]
[239.204727,280.573792]
[237.669067,389.187286]
[87.583763,360.631195]
[477.198853,292.414062]
[459.460175,279.276154]
[298.408112,303.144409]
[509.698151,321.663940]
[487.258392,296.165527]
[239.162552,280.554535]
[327.326569,253.357788]
[470.114685,279.758118]
[485.809875,300.445343]
[342.893188,292.709595]
[397.489410,270.567444]
[510.399536,322.182556]
[294.527252,254.960999]
[294.536438,254.915741]
[283.966736,93.127144]
[451.248077,269.736633]
[223.918915,321.130737]
[209.751175,277.325592]
[511.439575,343.065887]
[375.198456,75.195450]
[327.480103,251.948074]
[447.709198,271.090790]
[222.632080,480.639435]
[238.179504,411.671692]
[403.882294,276.793884]
[254.537277,321.125946]
[327.481293,251.864273]
[255.879913,153.809845]
[361.433228,293.638916]
[327.405182,252.874710]
[298.416046,303.135925]
[509.873260,321.046722]
[227.935547,321.846771]
[161.405228,206.943314]
[256.533386,388.918243]
[420.400909,249.378448]
[210.504654,450.337463]
[373.324951,219.293060]
[352.660950,85.374077]
[277.833984,411.681000]
[327.443298,252.607956]
[276.021759,342.612183]
[266.459290,254.706116]
[294.472961,259.310425]
[494.257050,306.757141]
[369.584381,252.226196]
[212.029419,429.291504]
[232.001694,366.837341]
[477.304016,291.536346]
[278.278442,321.141205]
[405.589905,262.488434]
[91.713211,345.882965]
[228.760620,321.984253]
[221.099869,341.376678]
[268.175049,124.360489]
[161.404190,206.931778]
[467.343262,289.193909]
[422.113068,295.042938]
[501.937958,318.573395]
[88.298676,375.030151]
[440.118744,308.670197]
[453.060730,254.281708]
[431.309998,268.268799]
[428.859039,320.346985]
[432.907166,80.773895]
[338.574127,247.285843]
[468.158203,293.277832]
[266.458374,254.706848]
[429.225220,259.537537]
[465.980896,333.373444]
[503.390900,313.503540]
[440.322784,322.443298]
[266.459656,254.706146]
[278.269897,321.134827]
[223.918777,321.131042]
[461.528168,272.029724]
[412.391052,298.726318]
[294.504211,254.946152]
[299.278351,166.077759]
[510.023315,320.984222]
[407.275940,85.464050]
[299.273315,259.378662]
[429.605530,301.497437]
[327.316895,253.277344]
[470.130524,279.704895]
[484.400513,308.016205]
[508.847687,333.804840]
[438.069550,250.728912]
[273.027466,294.549438]
[216.270111,407.855225]
[299.045502,362.935059]
[91.843513,345.705383]
[503.619659,307.743805]
[304.651245,79.711868]
[392.127960,293.376007]
[266.451599,254.714371]
[518.595459,356.985687]
[487.263397,296.350067]
[342.457977,248.266190]
[476.138733,297.185120]
[273.029083,294.550110]
[427.217499,250.216431]
[450.949463,269.996490]
[428.137909,285.965546]
[209.314285,146.094162]
[-1.000000,-1.000000]
[428.630219,302.441345]
