[786.604858,22.210800]
[71.431259,500.384003]
[786.809265,499.734100]
[400.364319,181.434433]
[287.002289,433.096161]
[772.620239,499.843536]
[248.345444,436.361298]
[434.760712,290.631653]
[445.650360,168.303116]
[159.671021,394.129425]
[439.555359,197.888107]
[312.394531,417.142700]
[572.794861,374.922150]
[551.476196,392.858887]
[381.836914,263.519287]
[312.396881,417.137360]
[449.895966,171.792801]
[455.766052,212.742905]
[515.961304,500.325012]
[250.794006,424.677887]
[608.182129,388.945007]
[312.397491,417.140686]
[286.998962,433.091003]
[533.953613,387.507263]
[184.013885,409.964722]
[551.434265,392.849274]
[461.902771,193.957687]
[572.838928,374.919739]
[333.083160,395.361603]
[381.837952,263.518768]
[608.710693,388.559540]
[571.717346,342.417603]
[338.419739,360.349731]
[333.631866,377.373566]
[400.295868,181.464371]
[302.201843,420.165802]
[287.003937,433.092743]
[170.455078,389.820129]
[355.743103,410.050079]
[608.180969,388.946228]
[533.979736,387.510315]
[248.244812,436.278198]
[572.468628,392.690582]
[312.591614,356.329742]
[623.075684,340.178406]
[608.180908,388.946228]
[275.647614,424.422943]
[296.969269,409.035126]
[573.077515,392.519226]
[333.066589,395.378723]
[287.004517,433.091492]
[572.791748,374.923309]
[381.840546,263.518005]
[302.178833,417.112823]
[336.465637,413.769257]
[327.801849,454.813751]
[329.246460,424.054596]
[418.225830,500.245605]
[242.484619,418.490906]
[382.128113,263.246216]
[264.893066,422.762268]
[375.509552,226.450760]
[617.314575,371.530823]
[572.672363,374.888367]
[352.489349,419.373230]
[325.746124,500.221191]
[449.691467,200.601761]
[424.213440,241.489578]
[578.403442,300.019592]
[313.581818,330.090851]
[591.508118,347.278595]
[587.042664,286.667755]
[333.065948,395.379578]
[605.981140,361.062408]
[589.976135,307.072357]
[219.199142,414.687347]
[434.763275,290.630859]
[375.145203,387.178680]
[424.174011,241.677292]
[274.743805,398.729431]
[333.577118,377.353638]
[184.018600,409.966522]
[433.685211,211.537292]
[616.555603,352.520172]
[417.744385,306.353302]
[573.606445,359.143005]
[333.572510,377.352112]
